Ratio,Run,Tree,Metric,Value
90,43,WAVL Tree,LLC Misses,
90,43,WAVL Tree,Branch Misses,53733558
90,44,RB Tree,L1 Misses,48211860
90,44,RB Tree,LLC Misses,
90,44,RB Tree,Branch Misses,49717211
90,44,WAVL Tree,L1 Misses,47865752
90,44,WAVL Tree,LLC Misses,
90,44,WAVL Tree,Branch Misses,53688773
90,45,RB Tree,L1 Misses,48588961
90,45,RB Tree,LLC Misses,
90,45,RB Tree,Branch Misses,49714455
90,45,WAVL Tree,L1 Misses,48313853
90,45,WAVL Tree,LLC Misses,
90,45,WAVL Tree,Branch Misses,53727474
90,46,RB Tree,L1 Misses,47820550
90,46,RB Tree,LLC Misses,
90,46,RB Tree,Branch Misses,49734156
90,46,WAVL Tree,L1 Misses,48658410
90,46,WAVL Tree,LLC Misses,
90,46,WAVL Tree,Branch Misses,53674645
90,47,RB Tree,L1 Misses,47611037
90,47,RB Tree,LLC Misses,
90,47,RB Tree,Branch Misses,49744070
90,47,WAVL Tree,L1 Misses,48117016
90,47,WAVL Tree,LLC Misses,
90,47,WAVL Tree,Branch Misses,53717186
90,48,RB Tree,L1 Misses,47543057
90,48,RB Tree,LLC Misses,
90,48,RB Tree,Branch Misses,49697403
90,48,WAVL Tree,L1 Misses,48048652
90,48,WAVL Tree,LLC Misses,
90,48,WAVL Tree,Branch Misses,53728334
90,49,RB Tree,L1 Misses,48694780
90,49,RB Tree,LLC Misses,
90,49,RB Tree,Branch Misses,49716066
90,49,WAVL Tree,L1 Misses,48204016
90,49,WAVL Tree,LLC Misses,
90,49,WAVL Tree,Branch Misses,53679922
90,50,RB Tree,L1 Misses,48871155
90,50,RB Tree,LLC Misses,
90,50,RB Tree,Branch Misses,49726351
90,50,WAVL Tree,L1 Misses,47544850
90,50,WAVL Tree,LLC Misses,
90,50,WAVL Tree,Branch Misses,53722734
100,1,RB Tree,L1 Misses,50328140
100,1,RB Tree,LLC Misses,
100,1,RB Tree,Branch Misses,51793484
100,1,WAVL Tree,L1 Misses,52840681
100,1,WAVL Tree,LLC Misses,
100,1,WAVL Tree,Branch Misses,56004061
100,2,RB Tree,L1 Misses,50050811
100,2,RB Tree,LLC Misses,
100,2,RB Tree,Branch Misses,51760985
100,2,WAVL Tree,L1 Misses,50237855
100,2,WAVL Tree,LLC Misses,
100,2,WAVL Tree,Branch Misses,55983073
100,3,RB Tree,L1 Misses,50373402
100,3,RB Tree,LLC Misses,
100,3,RB Tree,Branch Misses,51781821
100,3,WAVL Tree,L1 Misses,50026494
100,3,WAVL Tree,LLC Misses,
100,3,WAVL Tree,Branch Misses,55975118
100,4,RB Tree,L1 Misses,49872170
100,4,RB Tree,LLC Misses,
100,4,RB Tree,Branch Misses,51798676
100,4,WAVL Tree,L1 Misses,50069504
100,4,WAVL Tree,LLC Misses,
100,4,WAVL Tree,Branch Misses,55998620
100,5,RB Tree,L1 Misses,50515299
100,5,RB Tree,LLC Misses,
100,5,RB Tree,Branch Misses,51769169
100,5,WAVL Tree,L1 Misses,50487380
100,5,WAVL Tree,LLC Misses,
100,5,WAVL Tree,Branch Misses,55997356
100,6,RB Tree,L1 Misses,50667208
100,6,RB Tree,LLC Misses,
100,6,RB Tree,Branch Misses,51786974
100,6,WAVL Tree,L1 Misses,50027777
100,6,WAVL Tree,LLC Misses,
100,6,WAVL Tree,Branch Misses,56023109
100,7,RB Tree,L1 Misses,50625464
100,7,RB Tree,LLC Misses,
100,7,RB Tree,Branch Misses,51786786
100,7,WAVL Tree,L1 Misses,49134138
100,7,WAVL Tree,LLC Misses,
100,7,WAVL Tree,Branch Misses,56010337
100,8,RB Tree,L1 Misses,49911100
100,8,RB Tree,LLC Misses,
100,8,RB Tree,Branch Misses,51810889
100,8,WAVL Tree,L1 Misses,50610169
100,8,WAVL Tree,LLC Misses,
100,8,WAVL Tree,Branch Misses,56001224
100,9,RB Tree,L1 Misses,51081137
100,9,RB Tree,LLC Misses,
100,9,RB Tree,Branch Misses,51817987
100,9,WAVL Tree,L1 Misses,50003677
100,9,WAVL Tree,LLC Misses,
100,9,WAVL Tree,Branch Misses,56024091
100,10,RB Tree,L1 Misses,54122296
100,10,RB Tree,LLC Misses,
100,10,RB Tree,Branch Misses,51769006
100,10,WAVL Tree,L1 Misses,49837100
100,10,WAVL Tree,LLC Misses,
100,10,WAVL Tree,Branch Misses,55995365
100,11,RB Tree,L1 Misses,52654736
100,11,RB Tree,LLC Misses,
100,11,RB Tree,Branch Misses,51778771
100,11,WAVL Tree,L1 Misses,50056709
100,11,WAVL Tree,LLC Misses,
100,11,WAVL Tree,Branch Misses,56013747
100,12,RB Tree,L1 Misses,50789846
100,12,RB Tree,LLC Misses,
100,12,RB Tree,Branch Misses,51759441
100,12,WAVL Tree,L1 Misses,50265167
100,12,WAVL Tree,LLC Misses,
100,12,WAVL Tree,Branch Misses,56011912
100,13,RB Tree,L1 Misses,50130587
100,13,RB Tree,LLC Misses,
100,13,RB Tree,Branch Misses,51780706
100,13,WAVL Tree,L1 Misses,50305174
100,13,WAVL Tree,LLC Misses,
100,13,WAVL Tree,Branch Misses,55990969
100,14,RB Tree,L1 Misses,50400371
100,14,RB Tree,LLC Misses,
100,14,RB Tree,Branch Misses,51801179
100,14,WAVL Tree,L1 Misses,49883216
100,14,WAVL Tree,LLC Misses,
100,14,WAVL Tree,Branch Misses,56011531
100,15,RB Tree,L1 Misses,51276639
100,15,RB Tree,LLC Misses,
100,15,RB Tree,Branch Misses,51790356
100,15,WAVL Tree,L1 Misses,50917738
100,15,WAVL Tree,LLC Misses,
100,15,WAVL Tree,Branch Misses,56010033
100,16,RB Tree,L1 Misses,50252991
100,16,RB Tree,LLC Misses,
100,16,RB Tree,Branch Misses,51763921
100,16,WAVL Tree,L1 Misses,49836266
100,16,WAVL Tree,LLC Misses,
100,16,WAVL Tree,Branch Misses,56000501
100,17,RB Tree,L1 Misses,50265311
100,17,RB Tree,LLC Misses,
100,17,RB Tree,Branch Misses,51785975
100,17,WAVL Tree,L1 Misses,50169690
100,17,WAVL Tree,LLC Misses,
100,17,WAVL Tree,Branch Misses,56000184
100,18,RB Tree,L1 Misses,49853368
100,18,RB Tree,LLC Misses,
100,18,RB Tree,Branch Misses,51807625
100,18,WAVL Tree,L1 Misses,50041335
100,18,WAVL Tree,LLC Misses,
100,18,WAVL Tree,Branch Misses,56029396
100,19,RB Tree,L1 Misses,50250778
100,19,RB Tree,LLC Misses,
100,19,RB Tree,Branch Misses,51806388
100,19,WAVL Tree,L1 Misses,50554930
100,19,WAVL Tree,LLC Misses,
100,19,WAVL Tree,Branch Misses,56003571
100,20,RB Tree,L1 Misses,50240742
100,20,RB Tree,LLC Misses,
100,20,RB Tree,Branch Misses,51770254
100,20,WAVL Tree,L1 Misses,49569030
100,20,WAVL Tree,LLC Misses,
100,20,WAVL Tree,Branch Misses,55995499
100,21,RB Tree,L1 Misses,50640880
100,21,RB Tree,LLC Misses,
100,21,RB Tree,Branch Misses,51785835
100,21,WAVL Tree,L1 Misses,49210254
100,21,WAVL Tree,LLC Misses,
100,21,WAVL Tree,Branch Misses,56008633
100,22,RB Tree,L1 Misses,50034088
100,22,RB Tree,LLC Misses,
100,22,RB Tree,Branch Misses,51829327
100,22,WAVL Tree,L1 Misses,49444711
100,22,WAVL Tree,LLC Misses,
100,22,WAVL Tree,Branch Misses,55979232
100,23,RB Tree,L1 Misses,50510604
100,23,RB Tree,LLC Misses,
100,23,RB Tree,Branch Misses,51802520
100,23,WAVL Tree,L1 Misses,50015720
100,23,WAVL Tree,LLC Misses,
100,23,WAVL Tree,Branch Misses,55997796
100,24,RB Tree,L1 Misses,50213455
100,24,RB Tree,LLC Misses,
100,24,RB Tree,Branch Misses,51810080
100,24,WAVL Tree,L1 Misses,49893355
100,24,WAVL Tree,LLC Misses,
100,24,WAVL Tree,Branch Misses,56007917
100,25,RB Tree,L1 Misses,50017240
100,25,RB Tree,LLC Misses,
100,25,RB Tree,Branch Misses,51775988
100,25,WAVL Tree,L1 Misses,50311641
100,25,WAVL Tree,LLC Misses,
100,25,WAVL Tree,Branch Misses,55998988
100,26,RB Tree,L1 Misses,50198253
100,26,RB Tree,LLC Misses,
100,26,RB Tree,Branch Misses,51775471
100,26,WAVL Tree,L1 Misses,50194721
100,26,WAVL Tree,LLC Misses,
100,26,WAVL Tree,Branch Misses,56001596
100,27,RB Tree,L1 Misses,49852943
100,27,RB Tree,LLC Misses,
100,27,RB Tree,Branch Misses,51801303
100,27,WAVL Tree,L1 Misses,49800830
100,27,WAVL Tree,LLC Misses,
100,27,WAVL Tree,Branch Misses,55995312
100,28,RB Tree,L1 Misses,50578425
100,28,RB Tree,LLC Misses,
100,28,RB Tree,Branch Misses,51789946
100,28,WAVL Tree,L1 Misses,50203238
100,28,WAVL Tree,LLC Misses,
100,28,WAVL Tree,Branch Misses,55979315
100,29,RB Tree,L1 Misses,50013056
100,29,RB Tree,LLC Misses,
100,29,RB Tree,Branch Misses,51781118
100,29,WAVL Tree,L1 Misses,49880981
100,29,WAVL Tree,LLC Misses,
100,29,WAVL Tree,Branch Misses,56019776
100,30,RB Tree,L1 Misses,50453623
100,30,RB Tree,LLC Misses,
100,30,RB Tree,Branch Misses,51807804
100,30,WAVL Tree,L1 Misses,50710900
100,30,WAVL Tree,LLC Misses,
100,30,WAVL Tree,Branch Misses,56061969
100,31,RB Tree,L1 Misses,51267843
100,31,RB Tree,LLC Misses,
100,31,RB Tree,Branch Misses,51769456
100,31,WAVL Tree,L1 Misses,50606293
100,31,WAVL Tree,LLC Misses,
100,31,WAVL Tree,Branch Misses,55999323
100,32,RB Tree,L1 Misses,50155380
100,32,RB Tree,LLC Misses,
100,32,RB Tree,Branch Misses,51777062
100,32,WAVL Tree,L1 Misses,49290027
100,32,WAVL Tree,LLC Misses,
100,32,WAVL Tree,Branch Misses,55990752
100,33,RB Tree,L1 Misses,49923022
100,33,RB Tree,LLC Misses,
100,33,RB Tree,Branch Misses,51780448
100,33,WAVL Tree,L1 Misses,49409534
100,33,WAVL Tree,LLC Misses,
100,33,WAVL Tree,Branch Misses,56030606
100,34,RB Tree,L1 Misses,49955800
100,34,RB Tree,LLC Misses,
100,34,RB Tree,Branch Misses,51774407
100,34,WAVL Tree,L1 Misses,49347938
100,34,WAVL Tree,LLC Misses,
100,34,WAVL Tree,Branch Misses,56014407
100,35,RB Tree,L1 Misses,50653231
100,35,RB Tree,LLC Misses,
100,35,RB Tree,Branch Misses,51781875
100,35,WAVL Tree,L1 Misses,50495555
100,35,WAVL Tree,LLC Misses,
100,35,WAVL Tree,Branch Misses,55994928
100,36,RB Tree,L1 Misses,50183139
100,36,RB Tree,LLC Misses,
100,36,RB Tree,Branch Misses,51792474
100,36,WAVL Tree,L1 Misses,50164266
100,36,WAVL Tree,LLC Misses,
100,36,WAVL Tree,Branch Misses,56038098
100,37,RB Tree,L1 Misses,49606761
100,37,RB Tree,LLC Misses,
100,37,RB Tree,Branch Misses,51792021
100,37,WAVL Tree,L1 Misses,52324191
100,37,WAVL Tree,LLC Misses,
100,37,WAVL Tree,Branch Misses,56017293
100,38,RB Tree,L1 Misses,50577166
100,38,RB Tree,LLC Misses,
100,38,RB Tree,Branch Misses,51802918
100,38,WAVL Tree,L1 Misses,50212411
100,38,WAVL Tree,LLC Misses,
100,38,WAVL Tree,Branch Misses,56017718
100,39,RB Tree,L1 Misses,49693400
100,39,RB Tree,LLC Misses,
100,39,RB Tree,Branch Misses,51780285
100,39,WAVL Tree,L1 Misses,49864356
100,39,WAVL Tree,LLC Misses,
100,39,WAVL Tree,Branch Misses,56064231
100,40,RB Tree,L1 Misses,50133849
100,40,RB Tree,LLC Misses,
100,40,RB Tree,Branch Misses,51772085
100,40,WAVL Tree,L1 Misses,52207845
100,40,WAVL Tree,LLC Misses,
100,40,WAVL Tree,Branch Misses,56007220
100,41,RB Tree,L1 Misses,49920178
100,41,RB Tree,LLC Misses,
100,41,RB Tree,Branch Misses,51788499
100,41,WAVL Tree,L1 Misses,50009665
100,41,WAVL Tree,LLC Misses,
100,41,WAVL Tree,Branch Misses,56010847
100,42,RB Tree,L1 Misses,50360432
100,42,RB Tree,LLC Misses,
100,42,RB Tree,Branch Misses,51768586
100,42,WAVL Tree,L1 Misses,50172431
100,42,WAVL Tree,LLC Misses,
100,42,WAVL Tree,Branch Misses,55999101
100,43,RB Tree,L1 Misses,50366344
100,43,RB Tree,LLC Misses,
100,43,RB Tree,Branch Misses,51792173
100,43,WAVL Tree,L1 Misses,50350645
100,43,WAVL Tree,LLC Misses,
100,43,WAVL Tree,Branch Misses,55975322
100,44,RB Tree,L1 Misses,50597932
100,44,RB Tree,LLC Misses,
100,44,RB Tree,Branch Misses,51771864
100,44,WAVL Tree,L1 Misses,67358280
100,44,WAVL Tree,LLC Misses,
100,44,WAVL Tree,Branch Misses,56052820
100,45,RB Tree,L1 Misses,50364014
100,45,RB Tree,LLC Misses,
100,45,RB Tree,Branch Misses,51775383
100,45,WAVL Tree,L1 Misses,50182988
100,45,WAVL Tree,LLC Misses,
100,45,WAVL Tree,Branch Misses,55994920
100,46,RB Tree,L1 Misses,50253347
100,46,RB Tree,LLC Misses,
100,46,RB Tree,Branch Misses,51784963
100,46,WAVL Tree,L1 Misses,49977873
100,46,WAVL Tree,LLC Misses,
100,46,WAVL Tree,Branch Misses,55990352
100,47,RB Tree,L1 Misses,50194911
100,47,RB Tree,LLC Misses,
100,47,RB Tree,Branch Misses,51769736
100,47,WAVL Tree,L1 Misses,50466172
100,47,WAVL Tree,LLC Misses,
100,47,WAVL Tree,Branch Misses,56027893
100,48,RB Tree,L1 Misses,50203061
100,48,RB Tree,LLC Misses,
100,48,RB Tree,Branch Misses,51781809
100,48,WAVL Tree,L1 Misses,52482684
100,48,WAVL Tree,LLC Misses,
100,48,WAVL Tree,Branch Misses,55992310
100,49,RB Tree,L1 Misses,50006709
100,49,RB Tree,LLC Misses,
100,49,RB Tree,Branch Misses,51784915
100,49,WAVL Tree,L1 Misses,49548225
100,49,WAVL Tree,LLC Misses,
100,49,WAVL Tree,Branch Misses,56009271
100,50,RB Tree,L1 Misses,50233805
100,50,RB Tree,LLC Misses,
100,50,RB Tree,Branch Misses,51772835
100,50,WAVL Tree,L1 Misses,49568821
100,50,WAVL Tree,LLC Misses,
100,50,WAVL Tree,Branch Misses,55997209
