Ratio,Run,Tree,Metric,Value
50,22,RB Tree,L1 Misses,39051073
50,22,RB Tree,LLC Misses,
50,22,RB Tree,Branch Misses,40790667
50,22,WAVL Tree,L1 Misses,38384463
50,22,WAVL Tree,LLC Misses,
50,22,WAVL Tree,Branch Misses,43888188
50,23,RB Tree,L1 Misses,38292628
50,23,RB Tree,LLC Misses,
50,23,RB Tree,Branch Misses,40756857
50,23,WAVL Tree,L1 Misses,39018881
50,23,WAVL Tree,LLC Misses,
50,23,WAVL Tree,Branch Misses,43893614
50,24,RB Tree,L1 Misses,38860197
50,24,RB Tree,LLC Misses,
50,24,RB Tree,Branch Misses,40810245
50,24,WAVL Tree,L1 Misses,39290569
50,24,WAVL Tree,LLC Misses,
50,24,WAVL Tree,Branch Misses,43890160
50,25,RB Tree,L1 Misses,49357711
50,25,RB Tree,LLC Misses,
50,25,RB Tree,Branch Misses,40815978
50,25,WAVL Tree,L1 Misses,38210675
50,25,WAVL Tree,LLC Misses,
50,25,WAVL Tree,Branch Misses,43846750
50,26,RB Tree,L1 Misses,38537871
50,26,RB Tree,LLC Misses,
50,26,RB Tree,Branch Misses,40812324
50,26,WAVL Tree,L1 Misses,38635644
50,26,WAVL Tree,LLC Misses,
50,26,WAVL Tree,Branch Misses,43822145
50,27,RB Tree,L1 Misses,38206407
50,27,RB Tree,LLC Misses,
50,27,RB Tree,Branch Misses,40813916
50,27,WAVL Tree,L1 Misses,38911134
50,27,WAVL Tree,LLC Misses,
50,27,WAVL Tree,Branch Misses,43866731
50,28,RB Tree,L1 Misses,38788994
50,28,RB Tree,LLC Misses,
50,28,RB Tree,Branch Misses,40800529
50,28,WAVL Tree,L1 Misses,38925607
50,28,WAVL Tree,LLC Misses,
50,28,WAVL Tree,Branch Misses,43903937
50,29,RB Tree,L1 Misses,38451378
50,29,RB Tree,LLC Misses,
50,29,RB Tree,Branch Misses,40822410
50,29,WAVL Tree,L1 Misses,37249323
50,29,WAVL Tree,LLC Misses,
50,29,WAVL Tree,Branch Misses,43862460
50,30,RB Tree,L1 Misses,38389297
50,30,RB Tree,LLC Misses,
50,30,RB Tree,Branch Misses,40789510
50,30,WAVL Tree,L1 Misses,38721648
50,30,WAVL Tree,LLC Misses,
50,30,WAVL Tree,Branch Misses,43840938
50,31,RB Tree,L1 Misses,38880347
50,31,RB Tree,LLC Misses,
50,31,RB Tree,Branch Misses,40777634
50,31,WAVL Tree,L1 Misses,38630902
50,31,WAVL Tree,LLC Misses,
50,31,WAVL Tree,Branch Misses,43864972
50,32,RB Tree,L1 Misses,38764645
50,32,RB Tree,LLC Misses,
50,32,RB Tree,Branch Misses,40804526
50,32,WAVL Tree,L1 Misses,38992800
50,32,WAVL Tree,LLC Misses,
50,32,WAVL Tree,Branch Misses,43857848
50,33,RB Tree,L1 Misses,38328751
50,33,RB Tree,LLC Misses,
50,33,RB Tree,Branch Misses,40791310
50,33,WAVL Tree,L1 Misses,39101055
50,33,WAVL Tree,LLC Misses,
50,33,WAVL Tree,Branch Misses,43832872
50,34,RB Tree,L1 Misses,38731852
50,34,RB Tree,LLC Misses,
50,34,RB Tree,Branch Misses,40811638
50,34,WAVL Tree,L1 Misses,38566875
50,34,WAVL Tree,LLC Misses,
50,34,WAVL Tree,Branch Misses,43856683
50,35,RB Tree,L1 Misses,39795460
50,35,RB Tree,LLC Misses,
50,35,RB Tree,Branch Misses,40771650
50,35,WAVL Tree,L1 Misses,38517475
50,35,WAVL Tree,LLC Misses,
50,35,WAVL Tree,Branch Misses,43850770
50,36,RB Tree,L1 Misses,38315049
50,36,RB Tree,LLC Misses,
50,36,RB Tree,Branch Misses,40814167
50,36,WAVL Tree,L1 Misses,38828243
50,36,WAVL Tree,LLC Misses,
50,36,WAVL Tree,Branch Misses,43845113
50,37,RB Tree,L1 Misses,38386881
50,37,RB Tree,LLC Misses,
50,37,RB Tree,Branch Misses,40786100
50,37,WAVL Tree,L1 Misses,38048946
50,37,WAVL Tree,LLC Misses,
50,37,WAVL Tree,Branch Misses,43824268
50,38,RB Tree,L1 Misses,38549686
50,38,RB Tree,LLC Misses,
50,38,RB Tree,Branch Misses,40788520
50,38,WAVL Tree,L1 Misses,38719757
50,38,WAVL Tree,LLC Misses,
50,38,WAVL Tree,Branch Misses,43868533
50,39,RB Tree,L1 Misses,38557684
50,39,RB Tree,LLC Misses,
50,39,RB Tree,Branch Misses,40794393
50,39,WAVL Tree,L1 Misses,38857987
50,39,WAVL Tree,LLC Misses,
50,39,WAVL Tree,Branch Misses,43905939
50,40,RB Tree,L1 Misses,37636010
50,40,RB Tree,LLC Misses,
50,40,RB Tree,Branch Misses,40783284
50,40,WAVL Tree,L1 Misses,41809532
50,40,WAVL Tree,LLC Misses,
50,40,WAVL Tree,Branch Misses,43869880
50,41,RB Tree,L1 Misses,38704708
50,41,RB Tree,LLC Misses,
50,41,RB Tree,Branch Misses,40765321
50,41,WAVL Tree,L1 Misses,38208288
50,41,WAVL Tree,LLC Misses,
50,41,WAVL Tree,Branch Misses,43864814
50,42,RB Tree,L1 Misses,38740497
50,42,RB Tree,LLC Misses,
50,42,RB Tree,Branch Misses,40799642
50,42,WAVL Tree,L1 Misses,38655850
50,42,WAVL Tree,LLC Misses,
50,42,WAVL Tree,Branch Misses,43901466
50,43,RB Tree,L1 Misses,38073120
50,43,RB Tree,LLC Misses,
50,43,RB Tree,Branch Misses,40787118
50,43,WAVL Tree,L1 Misses,38773307
50,43,WAVL Tree,LLC Misses,
50,43,WAVL Tree,Branch Misses,43850694
50,44,RB Tree,L1 Misses,38972545
50,44,RB Tree,LLC Misses,
50,44,RB Tree,Branch Misses,40805586
50,44,WAVL Tree,L1 Misses,38404635
50,44,WAVL Tree,LLC Misses,
50,44,WAVL Tree,Branch Misses,43862851
50,45,RB Tree,L1 Misses,39056128
50,45,RB Tree,LLC Misses,
50,45,RB Tree,Branch Misses,40802053
50,45,WAVL Tree,L1 Misses,38951570
50,45,WAVL Tree,LLC Misses,
50,45,WAVL Tree,Branch Misses,43845347
50,46,RB Tree,L1 Misses,38842931
50,46,RB Tree,LLC Misses,
50,46,RB Tree,Branch Misses,40787421
50,46,WAVL Tree,L1 Misses,38473860
50,46,WAVL Tree,LLC Misses,
50,46,WAVL Tree,Branch Misses,43854868
50,47,RB Tree,L1 Misses,38465878
50,47,RB Tree,LLC Misses,
50,47,RB Tree,Branch Misses,40793688
50,47,WAVL Tree,L1 Misses,38704195
50,47,WAVL Tree,LLC Misses,
50,47,WAVL Tree,Branch Misses,43846211
50,48,RB Tree,L1 Misses,38566300
50,48,RB Tree,LLC Misses,
50,48,RB Tree,Branch Misses,40810926
50,48,WAVL Tree,L1 Misses,38703546
50,48,WAVL Tree,LLC Misses,
50,48,WAVL Tree,Branch Misses,43902252
50,49,RB Tree,L1 Misses,38511891
50,49,RB Tree,LLC Misses,
50,49,RB Tree,Branch Misses,40796587
50,49,WAVL Tree,L1 Misses,38216040
50,49,WAVL Tree,LLC Misses,
50,49,WAVL Tree,Branch Misses,43872527
50,50,RB Tree,L1 Misses,38446935
50,50,RB Tree,LLC Misses,
50,50,RB Tree,Branch Misses,40807190
50,50,WAVL Tree,L1 Misses,38685591
50,50,WAVL Tree,LLC Misses,
50,50,WAVL Tree,Branch Misses,43863828
60,1,RB Tree,L1 Misses,40959552
60,1,RB Tree,LLC Misses,
60,1,RB Tree,Branch Misses,43067869
60,1,WAVL Tree,L1 Misses,41094236
60,1,WAVL Tree,LLC Misses,
60,1,WAVL Tree,Branch Misses,46351625
60,2,RB Tree,L1 Misses,40376166
60,2,RB Tree,LLC Misses,
60,2,RB Tree,Branch Misses,43070662
60,2,WAVL Tree,L1 Misses,41365597
60,2,WAVL Tree,LLC Misses,
60,2,WAVL Tree,Branch Misses,46387582
60,3,RB Tree,L1 Misses,40332418
60,3,RB Tree,LLC Misses,
60,3,RB Tree,Branch Misses,43063905
60,3,WAVL Tree,L1 Misses,41073078
60,3,WAVL Tree,LLC Misses,
60,3,WAVL Tree,Branch Misses,46390597
60,4,RB Tree,L1 Misses,41086061
60,4,RB Tree,LLC Misses,
60,4,RB Tree,Branch Misses,43038994
60,4,WAVL Tree,L1 Misses,41560718
60,4,WAVL Tree,LLC Misses,
60,4,WAVL Tree,Branch Misses,46353733
60,5,RB Tree,L1 Misses,42231853
60,5,RB Tree,LLC Misses,
60,5,RB Tree,Branch Misses,43036796
60,5,WAVL Tree,L1 Misses,42098542
60,5,WAVL Tree,LLC Misses,
60,5,WAVL Tree,Branch Misses,46350303
60,6,RB Tree,L1 Misses,40919423
60,6,RB Tree,LLC Misses,
60,6,RB Tree,Branch Misses,43060781
60,6,WAVL Tree,L1 Misses,41976793
60,6,WAVL Tree,LLC Misses,
60,6,WAVL Tree,Branch Misses,46354780
60,7,RB Tree,L1 Misses,41083103
60,7,RB Tree,LLC Misses,
60,7,RB Tree,Branch Misses,43081752
60,7,WAVL Tree,L1 Misses,41191544
60,7,WAVL Tree,LLC Misses,
60,7,WAVL Tree,Branch Misses,46360465
60,8,RB Tree,L1 Misses,41051264
60,8,RB Tree,LLC Misses,
60,8,RB Tree,Branch Misses,43088345
60,8,WAVL Tree,L1 Misses,41267686
60,8,WAVL Tree,LLC Misses,
60,8,WAVL Tree,Branch Misses,46344713
60,9,RB Tree,L1 Misses,41651457
60,9,RB Tree,LLC Misses,
60,9,RB Tree,Branch Misses,43063425
60,9,WAVL Tree,L1 Misses,41614501
60,9,WAVL Tree,LLC Misses,
60,9,WAVL Tree,Branch Misses,46367737
60,10,RB Tree,L1 Misses,41904438
60,10,RB Tree,LLC Misses,
60,10,RB Tree,Branch Misses,43068825
60,10,WAVL Tree,L1 Misses,41193055
60,10,WAVL Tree,LLC Misses,
60,10,WAVL Tree,Branch Misses,46327896
60,11,RB Tree,L1 Misses,41295306
60,11,RB Tree,LLC Misses,
60,11,RB Tree,Branch Misses,43055717
60,11,WAVL Tree,L1 Misses,40857646
60,11,WAVL Tree,LLC Misses,
60,11,WAVL Tree,Branch Misses,46342950
60,12,RB Tree,L1 Misses,40814385
60,12,RB Tree,LLC Misses,
60,12,RB Tree,Branch Misses,43036168
60,12,WAVL Tree,L1 Misses,40862741
60,12,WAVL Tree,LLC Misses,
60,12,WAVL Tree,Branch Misses,46362414
60,13,RB Tree,L1 Misses,41364051
60,13,RB Tree,LLC Misses,
60,13,RB Tree,Branch Misses,43061462
60,13,WAVL Tree,L1 Misses,41261383
60,13,WAVL Tree,LLC Misses,
60,13,WAVL Tree,Branch Misses,46366942
60,14,RB Tree,L1 Misses,41798771
60,14,RB Tree,LLC Misses,
60,14,RB Tree,Branch Misses,43070040
60,14,WAVL Tree,L1 Misses,41133468
60,14,WAVL Tree,LLC Misses,
60,14,WAVL Tree,Branch Misses,46330079
60,15,RB Tree,L1 Misses,41682200
60,15,RB Tree,LLC Misses,
60,15,RB Tree,Branch Misses,43056316
60,15,WAVL Tree,L1 Misses,40795450
60,15,WAVL Tree,LLC Misses,
60,15,WAVL Tree,Branch Misses,46351717
60,16,RB Tree,L1 Misses,41749189
60,16,RB Tree,LLC Misses,
60,16,RB Tree,Branch Misses,43061065
60,16,WAVL Tree,L1 Misses,41665162
60,16,WAVL Tree,LLC Misses,
60,16,WAVL Tree,Branch Misses,46356008
60,17,RB Tree,L1 Misses,41179600
60,17,RB Tree,LLC Misses,
60,17,RB Tree,Branch Misses,43063543
60,17,WAVL Tree,L1 Misses,41274635
60,17,WAVL Tree,LLC Misses,
60,17,WAVL Tree,Branch Misses,46355879
60,18,RB Tree,L1 Misses,41820946
60,18,RB Tree,LLC Misses,
60,18,RB Tree,Branch Misses,43031487
60,18,WAVL Tree,L1 Misses,41406855
60,18,WAVL Tree,LLC Misses,
60,18,WAVL Tree,Branch Misses,46348952
60,19,RB Tree,L1 Misses,41716748
60,19,RB Tree,LLC Misses,
60,19,RB Tree,Branch Misses,43073620
60,19,WAVL Tree,L1 Misses,41180193
60,19,WAVL Tree,LLC Misses,
60,19,WAVL Tree,Branch Misses,46355666
60,20,RB Tree,L1 Misses,41725959
60,20,RB Tree,LLC Misses,
60,20,RB Tree,Branch Misses,43032717
60,20,WAVL Tree,L1 Misses,41235133
60,20,WAVL Tree,LLC Misses,
60,20,WAVL Tree,Branch Misses,46365100
60,21,RB Tree,L1 Misses,41161772
60,21,RB Tree,LLC Misses,
60,21,RB Tree,Branch Misses,43051863
60,21,WAVL Tree,L1 Misses,41187073
60,21,WAVL Tree,LLC Misses,
60,21,WAVL Tree,Branch Misses,46322614
60,22,RB Tree,L1 Misses,41858404
60,22,RB Tree,LLC Misses,
60,22,RB Tree,Branch Misses,43035996
60,22,WAVL Tree,L1 Misses,41046064
60,22,WAVL Tree,LLC Misses,
60,22,WAVL Tree,Branch Misses,46365371
60,23,RB Tree,L1 Misses,41104420
60,23,RB Tree,LLC Misses,
60,23,RB Tree,Branch Misses,43054070
60,23,WAVL Tree,L1 Misses,43434836
60,23,WAVL Tree,LLC Misses,
60,23,WAVL Tree,Branch Misses,46317798
60,24,RB Tree,L1 Misses,41982721
60,24,RB Tree,LLC Misses,
60,24,RB Tree,Branch Misses,43076038
60,24,WAVL Tree,L1 Misses,42061276
60,24,WAVL Tree,LLC Misses,
60,24,WAVL Tree,Branch Misses,46346268
60,25,RB Tree,L1 Misses,41845667
60,25,RB Tree,LLC Misses,
60,25,RB Tree,Branch Misses,43052707
60,25,WAVL Tree,L1 Misses,41359188
60,25,WAVL Tree,LLC Misses,
60,25,WAVL Tree,Branch Misses,46364044
60,26,RB Tree,L1 Misses,41289101
60,26,RB Tree,LLC Misses,
60,26,RB Tree,Branch Misses,43037143
60,26,WAVL Tree,L1 Misses,41317754
60,26,WAVL Tree,LLC Misses,
60,26,WAVL Tree,Branch Misses,46384059
60,27,RB Tree,L1 Misses,41288858
60,27,RB Tree,LLC Misses,
60,27,RB Tree,Branch Misses,43053573
60,27,WAVL Tree,L1 Misses,41385525
60,27,WAVL Tree,LLC Misses,
60,27,WAVL Tree,Branch Misses,46322778
60,28,RB Tree,L1 Misses,40836951
60,28,RB Tree,LLC Misses,
60,28,RB Tree,Branch Misses,43077444
60,28,WAVL Tree,L1 Misses,40994300
60,28,WAVL Tree,LLC Misses,
60,28,WAVL Tree,Branch Misses,46369421
60,29,RB Tree,L1 Misses,41048450
60,29,RB Tree,LLC Misses,
60,29,RB Tree,Branch Misses,43077744
60,29,WAVL Tree,L1 Misses,41182291
60,29,WAVL Tree,LLC Misses,
60,29,WAVL Tree,Branch Misses,46345330
60,30,RB Tree,L1 Misses,40931169
60,30,RB Tree,LLC Misses,
60,30,RB Tree,Branch Misses,43026442
60,30,WAVL Tree,L1 Misses,41249867
60,30,WAVL Tree,LLC Misses,
60,30,WAVL Tree,Branch Misses,46365168
60,31,RB Tree,L1 Misses,42349694
60,31,RB Tree,LLC Misses,
60,31,RB Tree,Branch Misses,43038135
60,31,WAVL Tree,L1 Misses,41892422
60,31,WAVL Tree,LLC Misses,
60,31,WAVL Tree,Branch Misses,46359540
60,32,RB Tree,L1 Misses,41725253
60,32,RB Tree,LLC Misses,
60,32,RB Tree,Branch Misses,43085360
60,32,WAVL Tree,L1 Misses,41382964
60,32,WAVL Tree,LLC Misses,
60,32,WAVL Tree,Branch Misses,46350532
60,33,RB Tree,L1 Misses,41359419
60,33,RB Tree,LLC Misses,
60,33,RB Tree,Branch Misses,43038930
60,33,WAVL Tree,L1 Misses,41131328
60,33,WAVL Tree,LLC Misses,
60,33,WAVL Tree,Branch Misses,46375907
60,34,RB Tree,L1 Misses,39521686
60,34,RB Tree,LLC Misses,
60,34,RB Tree,Branch Misses,43023452
60,34,WAVL Tree,L1 Misses,41956886
60,34,WAVL Tree,LLC Misses,
60,34,WAVL Tree,Branch Misses,46351608
60,35,RB Tree,L1 Misses,41356209
60,35,RB Tree,LLC Misses,
60,35,RB Tree,Branch Misses,43075407
60,35,WAVL Tree,L1 Misses,41197866
60,35,WAVL Tree,LLC Misses,
60,35,WAVL Tree,Branch Misses,46365647
60,36,RB Tree,L1 Misses,41313186
60,36,RB Tree,LLC Misses,
60,36,RB Tree,Branch Misses,43065426
60,36,WAVL Tree,L1 Misses,41115306
60,36,WAVL Tree,LLC Misses,
60,36,WAVL Tree,Branch Misses,46367927
60,37,RB Tree,L1 Misses,40754715
60,37,RB Tree,LLC Misses,
60,37,RB Tree,Branch Misses,43050749
60,37,WAVL Tree,L1 Misses,41078954
60,37,WAVL Tree,LLC Misses,
60,37,WAVL Tree,Branch Misses,46375711
60,38,RB Tree,L1 Misses,40985988
60,38,RB Tree,LLC Misses,
60,38,RB Tree,Branch Misses,43039348
60,38,WAVL Tree,L1 Misses,41432170
60,38,WAVL Tree,LLC Misses,
60,38,WAVL Tree,Branch Misses,46326401
60,39,RB Tree,L1 Misses,40912430
60,39,RB Tree,LLC Misses,
60,39,RB Tree,Branch Misses,43029675
60,39,WAVL Tree,L1 Misses,40653993
60,39,WAVL Tree,LLC Misses,
60,39,WAVL Tree,Branch Misses,46349178
60,40,RB Tree,L1 Misses,40836886
60,40,RB Tree,LLC Misses,
60,40,RB Tree,Branch Misses,43062455
60,40,WAVL Tree,L1 Misses,41171457
60,40,WAVL Tree,LLC Misses,
60,40,WAVL Tree,Branch Misses,46315333
60,41,RB Tree,L1 Misses,40684541
60,41,RB Tree,LLC Misses,
60,41,RB Tree,Branch Misses,43067593
60,41,WAVL Tree,L1 Misses,40711193
60,41,WAVL Tree,LLC Misses,
60,41,WAVL Tree,Branch Misses,46358332
60,42,RB Tree,L1 Misses,40740217
60,42,RB Tree,LLC Misses,
60,42,RB Tree,Branch Misses,43048361
60,42,WAVL Tree,L1 Misses,40248750
60,42,WAVL Tree,LLC Misses,
60,42,WAVL Tree,Branch Misses,46354463
60,43,RB Tree,L1 Misses,41052018
60,43,RB Tree,LLC Misses,
60,43,RB Tree,Branch Misses,43047224
60,43,WAVL Tree,L1 Misses,40473140
60,43,WAVL Tree,LLC Misses,
60,43,WAVL Tree,Branch Misses,46347491
60,44,RB Tree,L1 Misses,41915665
60,44,RB Tree,LLC Misses,
60,44,RB Tree,Branch Misses,43056966
60,44,WAVL Tree,L1 Misses,39888973
60,44,WAVL Tree,LLC Misses,
60,44,WAVL Tree,Branch Misses,46349764
60,45,RB Tree,L1 Misses,40526397
60,45,RB Tree,LLC Misses,
60,45,RB Tree,Branch Misses,43058034
60,45,WAVL Tree,L1 Misses,41641726
60,45,WAVL Tree,LLC Misses,
60,45,WAVL Tree,Branch Misses,46353430
60,46,RB Tree,L1 Misses,41391232
60,46,RB Tree,LLC Misses,
60,46,RB Tree,Branch Misses,43063843
60,46,WAVL Tree,L1 Misses,41182115
60,46,WAVL Tree,LLC Misses,
60,46,WAVL Tree,Branch Misses,46337246
60,47,RB Tree,L1 Misses,40823731
60,47,RB Tree,LLC Misses,
60,47,RB Tree,Branch Misses,43048547
60,47,WAVL Tree,L1 Misses,40799920
60,47,WAVL Tree,LLC Misses,
60,47,WAVL Tree,Branch Misses,46352839
60,48,RB Tree,L1 Misses,40580357
60,48,RB Tree,LLC Misses,
60,48,RB Tree,Branch Misses,43060755
60,48,WAVL Tree,L1 Misses,40988289
60,48,WAVL Tree,LLC Misses,
60,48,WAVL Tree,Branch Misses,46316375
60,49,RB Tree,L1 Misses,41084942
60,49,RB Tree,LLC Misses,
60,49,RB Tree,Branch Misses,43022977
60,49,WAVL Tree,L1 Misses,40904508
60,49,WAVL Tree,LLC Misses,
60,49,WAVL Tree,Branch Misses,46338488
60,50,RB Tree,L1 Misses,41406660
60,50,RB Tree,LLC Misses,
60,50,RB Tree,Branch Misses,43055216
60,50,WAVL Tree,L1 Misses,41514400
60,50,WAVL Tree,LLC Misses,
60,50,WAVL Tree,Branch Misses,46365749
70,1,RB Tree,L1 Misses,43305404
70,1,RB Tree,LLC Misses,
70,1,RB Tree,Branch Misses,45282159
70,1,WAVL Tree,L1 Misses,43779508
70,1,WAVL Tree,LLC Misses,
70,1,WAVL Tree,Branch Misses,48833842
70,2,RB Tree,L1 Misses,44136036
70,2,RB Tree,LLC Misses,
70,2,RB Tree,Branch Misses,45268624
70,2,WAVL Tree,L1 Misses,43530872
70,2,WAVL Tree,LLC Misses,
70,2,WAVL Tree,Branch Misses,48846825
70,3,RB Tree,L1 Misses,43916553
70,3,RB Tree,LLC Misses,
70,3,RB Tree,Branch Misses,45285490
70,3,WAVL Tree,L1 Misses,43951052
70,3,WAVL Tree,LLC Misses,
70,3,WAVL Tree,Branch Misses,48815342
70,4,RB Tree,L1 Misses,43462856
70,4,RB Tree,LLC Misses,
70,4,RB Tree,Branch Misses,45299543
70,4,WAVL Tree,L1 Misses,42227074
70,4,WAVL Tree,LLC Misses,
70,4,WAVL Tree,Branch Misses,48835125
70,5,RB Tree,L1 Misses,43580539
70,5,RB Tree,LLC Misses,
70,5,RB Tree,Branch Misses,45314657
70,5,WAVL Tree,L1 Misses,43043766
70,5,WAVL Tree,LLC Misses,
70,5,WAVL Tree,Branch Misses,48830501
70,6,RB Tree,L1 Misses,43332805
70,6,RB Tree,LLC Misses,
70,6,RB Tree,Branch Misses,45308128
70,6,WAVL Tree,L1 Misses,43021582
70,6,WAVL Tree,LLC Misses,
70,6,WAVL Tree,Branch Misses,48821077
70,7,RB Tree,L1 Misses,43481748
70,7,RB Tree,LLC Misses,
70,7,RB Tree,Branch Misses,45328778
70,7,WAVL Tree,L1 Misses,44474714
70,7,WAVL Tree,LLC Misses,
70,7,WAVL Tree,Branch Misses,48851719
70,8,RB Tree,L1 Misses,43732232
70,8,RB Tree,LLC Misses,
70,8,RB Tree,Branch Misses,45286635
70,8,WAVL Tree,L1 Misses,43251485
70,8,WAVL Tree,LLC Misses,
70,8,WAVL Tree,Branch Misses,48839381
70,9,RB Tree,L1 Misses,44305107
70,9,RB Tree,LLC Misses,
70,9,RB Tree,Branch Misses,45292440
70,9,WAVL Tree,L1 Misses,44565555
70,9,WAVL Tree,LLC Misses,
70,9,WAVL Tree,Branch Misses,48860926
70,10,RB Tree,L1 Misses,43702227
70,10,RB Tree,LLC Misses,
70,10,RB Tree,Branch Misses,45301807
70,10,WAVL Tree,L1 Misses,43480392
70,10,WAVL Tree,LLC Misses,
70,10,WAVL Tree,Branch Misses,48834528
70,11,RB Tree,L1 Misses,42726962
70,11,RB Tree,LLC Misses,
70,11,RB Tree,Branch Misses,45304872
70,11,WAVL Tree,L1 Misses,43258690
70,11,WAVL Tree,LLC Misses,
70,11,WAVL Tree,Branch Misses,48803700
70,12,RB Tree,L1 Misses,42798780
70,12,RB Tree,LLC Misses,
70,12,RB Tree,Branch Misses,45307362
70,12,WAVL Tree,L1 Misses,43642908
70,12,WAVL Tree,LLC Misses,
70,12,WAVL Tree,Branch Misses,48840432
70,13,RB Tree,L1 Misses,43790733
70,13,RB Tree,LLC Misses,
70,13,RB Tree,Branch Misses,45315040
70,13,WAVL Tree,L1 Misses,42628370
70,13,WAVL Tree,LLC Misses,
70,13,WAVL Tree,Branch Misses,48828104
70,14,RB Tree,L1 Misses,43566707
70,14,RB Tree,LLC Misses,
70,14,RB Tree,Branch Misses,45311902
70,14,WAVL Tree,L1 Misses,42852255
70,14,WAVL Tree,LLC Misses,
70,14,WAVL Tree,Branch Misses,48816078
70,15,RB Tree,L1 Misses,43924350
70,15,RB Tree,LLC Misses,
70,15,RB Tree,Branch Misses,45277428
70,15,WAVL Tree,L1 Misses,43644156
70,15,WAVL Tree,LLC Misses,
70,15,WAVL Tree,Branch Misses,48824968
70,16,RB Tree,L1 Misses,44518288
70,16,RB Tree,LLC Misses,
70,16,RB Tree,Branch Misses,45327892
70,16,WAVL Tree,L1 Misses,43473129
70,16,WAVL Tree,LLC Misses,
70,16,WAVL Tree,Branch Misses,48816202
70,17,RB Tree,L1 Misses,43167468
70,17,RB Tree,LLC Misses,
70,17,RB Tree,Branch Misses,45284107
70,17,WAVL Tree,L1 Misses,43088056
70,17,WAVL Tree,LLC Misses,
70,17,WAVL Tree,Branch Misses,48828876
70,18,RB Tree,L1 Misses,43365165
70,18,RB Tree,LLC Misses,
70,18,RB Tree,Branch Misses,45268300
70,18,WAVL Tree,L1 Misses,43721349
70,18,WAVL Tree,LLC Misses,
70,18,WAVL Tree,Branch Misses,48827804
70,19,RB Tree,L1 Misses,43063477
70,19,RB Tree,LLC Misses,
70,19,RB Tree,Branch Misses,45323835
70,19,WAVL Tree,L1 Misses,42686671
70,19,WAVL Tree,LLC Misses,
70,19,WAVL Tree,Branch Misses,48857090
70,20,RB Tree,L1 Misses,42904566
70,20,RB Tree,LLC Misses,
70,20,RB Tree,Branch Misses,45308452
70,20,WAVL Tree,L1 Misses,42848046
70,20,WAVL Tree,LLC Misses,
70,20,WAVL Tree,Branch Misses,48864453
70,21,RB Tree,L1 Misses,42714507
70,21,RB Tree,LLC Misses,
70,21,RB Tree,Branch Misses,45266620
70,21,WAVL Tree,L1 Misses,43283200
70,21,WAVL Tree,LLC Misses,
70,21,WAVL Tree,Branch Misses,48799783
70,22,RB Tree,L1 Misses,43450844
70,22,RB Tree,LLC Misses,
70,22,RB Tree,Branch Misses,45338411
70,22,WAVL Tree,L1 Misses,44279366
70,22,WAVL Tree,LLC Misses,
70,22,WAVL Tree,Branch Misses,48819446
70,23,RB Tree,L1 Misses,43279716
70,23,RB Tree,LLC Misses,
70,23,RB Tree,Branch Misses,45300826
70,23,WAVL Tree,L1 Misses,44016495
70,23,WAVL Tree,LLC Misses,
70,23,WAVL Tree,Branch Misses,48821262
70,24,RB Tree,L1 Misses,46680512
70,24,RB Tree,LLC Misses,
70,24,RB Tree,Branch Misses,45310548
70,24,WAVL Tree,L1 Misses,43852834
70,24,WAVL Tree,LLC Misses,
70,24,WAVL Tree,Branch Misses,48784119
70,25,RB Tree,L1 Misses,43134333
70,25,RB Tree,LLC Misses,
70,25,RB Tree,Branch Misses,45295476
70,25,WAVL Tree,L1 Misses,43025562
70,25,WAVL Tree,LLC Misses,
70,25,WAVL Tree,Branch Misses,48828964
70,26,RB Tree,L1 Misses,43322819
70,26,RB Tree,LLC Misses,
70,26,RB Tree,Branch Misses,45322545
70,26,WAVL Tree,L1 Misses,42927688
70,26,WAVL Tree,LLC Misses,
70,26,WAVL Tree,Branch Misses,48830182
70,27,RB Tree,L1 Misses,43189398
70,27,RB Tree,LLC Misses,
70,27,RB Tree,Branch Misses,45305421
70,27,WAVL Tree,L1 Misses,43792114
70,27,WAVL Tree,LLC Misses,
70,27,WAVL Tree,Branch Misses,48848141
70,28,RB Tree,L1 Misses,44455937
70,28,RB Tree,LLC Misses,
70,28,RB Tree,Branch Misses,45317573
70,28,WAVL Tree,L1 Misses,43124670
70,28,WAVL Tree,LLC Misses,
70,28,WAVL Tree,Branch Misses,48836744
70,29,RB Tree,L1 Misses,43383008
70,29,RB Tree,LLC Misses,
70,29,RB Tree,Branch Misses,45317484
70,29,WAVL Tree,L1 Misses,43726516
70,29,WAVL Tree,LLC Misses,
70,29,WAVL Tree,Branch Misses,48809971
70,30,RB Tree,L1 Misses,44114807
70,30,RB Tree,LLC Misses,
70,30,RB Tree,Branch Misses,45303503
70,30,WAVL Tree,L1 Misses,44547490
70,30,WAVL Tree,LLC Misses,
70,30,WAVL Tree,Branch Misses,48822090
70,31,RB Tree,L1 Misses,43537481
70,31,RB Tree,LLC Misses,
70,31,RB Tree,Branch Misses,45278818
70,31,WAVL Tree,L1 Misses,49076041
70,31,WAVL Tree,LLC Misses,
70,31,WAVL Tree,Branch Misses,48841949
70,32,RB Tree,L1 Misses,44527521
70,32,RB Tree,LLC Misses,
70,32,RB Tree,Branch Misses,45295152
70,32,WAVL Tree,L1 Misses,43473091
70,32,WAVL Tree,LLC Misses,
