Mode,Ratio,Run,Tree,Metric,Value
rev_seq,10,14,WAVL Tree,L1 Misses,3281568
rev_seq,10,14,WAVL Tree,LLC Misses,
rev_seq,10,14,WAVL Tree,Branch Misses,21778543
rev_seq,10,15,RB Tree,L1 Misses,3556651
rev_seq,10,15,RB Tree,LLC Misses,
rev_seq,10,15,RB Tree,Branch Misses,18932603
rev_seq,10,15,WAVL Tree,L1 Misses,3316261
rev_seq,10,15,WAVL Tree,LLC Misses,
rev_seq,10,15,WAVL Tree,Branch Misses,21743010
rev_seq,10,16,RB Tree,L1 Misses,3459990
rev_seq,10,16,RB Tree,LLC Misses,
rev_seq,10,16,RB Tree,Branch Misses,18946810
rev_seq,10,16,WAVL Tree,L1 Misses,3328885
rev_seq,10,16,WAVL Tree,LLC Misses,
rev_seq,10,16,WAVL Tree,Branch Misses,21954056
rev_seq,10,17,RB Tree,L1 Misses,3360352
rev_seq,10,17,RB Tree,LLC Misses,
rev_seq,10,17,RB Tree,Branch Misses,18931223
rev_seq,10,17,WAVL Tree,L1 Misses,3233554
rev_seq,10,17,WAVL Tree,LLC Misses,
rev_seq,10,17,WAVL Tree,Branch Misses,21744270
rev_seq,10,18,RB Tree,L1 Misses,3415411
rev_seq,10,18,RB Tree,LLC Misses,
rev_seq,10,18,RB Tree,Branch Misses,18899184
rev_seq,10,18,WAVL Tree,L1 Misses,3269335
rev_seq,10,18,WAVL Tree,LLC Misses,
rev_seq,10,18,WAVL Tree,Branch Misses,21987555
rev_seq,10,19,RB Tree,L1 Misses,3896694
rev_seq,10,19,RB Tree,LLC Misses,
rev_seq,10,19,RB Tree,Branch Misses,18888085
rev_seq,10,19,WAVL Tree,L1 Misses,3259111
rev_seq,10,19,WAVL Tree,LLC Misses,
rev_seq,10,19,WAVL Tree,Branch Misses,21767964
rev_seq,10,20,RB Tree,L1 Misses,3405591
rev_seq,10,20,RB Tree,LLC Misses,
rev_seq,10,20,RB Tree,Branch Misses,18949547
rev_seq,10,20,WAVL Tree,L1 Misses,3234378
rev_seq,10,20,WAVL Tree,LLC Misses,
rev_seq,10,20,WAVL Tree,Branch Misses,21951564
rev_seq,20,1,RB Tree,L1 Misses,3436421
rev_seq,20,1,RB Tree,LLC Misses,
rev_seq,20,1,RB Tree,Branch Misses,20102115
rev_seq,20,1,WAVL Tree,L1 Misses,3261376
rev_seq,20,1,WAVL Tree,LLC Misses,
rev_seq,20,1,WAVL Tree,Branch Misses,23238324
rev_seq,20,2,RB Tree,L1 Misses,3396392
rev_seq,20,2,RB Tree,LLC Misses,
rev_seq,20,2,RB Tree,Branch Misses,20103435
rev_seq,20,2,WAVL Tree,L1 Misses,3318919
rev_seq,20,2,WAVL Tree,LLC Misses,
rev_seq,20,2,WAVL Tree,Branch Misses,23074744
rev_seq,20,3,RB Tree,L1 Misses,3333334
rev_seq,20,3,RB Tree,LLC Misses,
rev_seq,20,3,RB Tree,Branch Misses,20105915
rev_seq,20,3,WAVL Tree,L1 Misses,3285713
rev_seq,20,3,WAVL Tree,LLC Misses,
rev_seq,20,3,WAVL Tree,Branch Misses,23096184
rev_seq,20,4,RB Tree,L1 Misses,3442206
rev_seq,20,4,RB Tree,LLC Misses,
rev_seq,20,4,RB Tree,Branch Misses,20118004
rev_seq,20,4,WAVL Tree,L1 Misses,3271552
rev_seq,20,4,WAVL Tree,LLC Misses,
rev_seq,20,4,WAVL Tree,Branch Misses,23122125
rev_seq,20,5,RB Tree,L1 Misses,3438970
rev_seq,20,5,RB Tree,LLC Misses,
rev_seq,20,5,RB Tree,Branch Misses,20124786
rev_seq,20,5,WAVL Tree,L1 Misses,3231989
rev_seq,20,5,WAVL Tree,LLC Misses,
rev_seq,20,5,WAVL Tree,Branch Misses,23306013
rev_seq,20,6,RB Tree,L1 Misses,3551147
rev_seq,20,6,RB Tree,LLC Misses,
rev_seq,20,6,RB Tree,Branch Misses,20138294
rev_seq,20,6,WAVL Tree,L1 Misses,3285830
rev_seq,20,6,WAVL Tree,LLC Misses,
rev_seq,20,6,WAVL Tree,Branch Misses,23294479
rev_seq,20,7,RB Tree,L1 Misses,3461031
rev_seq,20,7,RB Tree,LLC Misses,
rev_seq,20,7,RB Tree,Branch Misses,20138348
rev_seq,20,7,WAVL Tree,L1 Misses,3280657
rev_seq,20,7,WAVL Tree,LLC Misses,
rev_seq,20,7,WAVL Tree,Branch Misses,23145389
rev_seq,20,8,RB Tree,L1 Misses,3534269
rev_seq,20,8,RB Tree,LLC Misses,
rev_seq,20,8,RB Tree,Branch Misses,20161071
rev_seq,20,8,WAVL Tree,L1 Misses,3545886
rev_seq,20,8,WAVL Tree,LLC Misses,
rev_seq,20,8,WAVL Tree,Branch Misses,23333350
rev_seq,20,9,RB Tree,L1 Misses,3494679
rev_seq,20,9,RB Tree,LLC Misses,
rev_seq,20,9,RB Tree,Branch Misses,20151746
rev_seq,20,9,WAVL Tree,L1 Misses,3321621
rev_seq,20,9,WAVL Tree,LLC Misses,
rev_seq,20,9,WAVL Tree,Branch Misses,23287510
rev_seq,20,10,RB Tree,L1 Misses,3439546
rev_seq,20,10,RB Tree,LLC Misses,
rev_seq,20,10,RB Tree,Branch Misses,20098413
rev_seq,20,10,WAVL Tree,L1 Misses,3303022
rev_seq,20,10,WAVL Tree,LLC Misses,
rev_seq,20,10,WAVL Tree,Branch Misses,23148860
rev_seq,20,11,RB Tree,L1 Misses,3547925
rev_seq,20,11,RB Tree,LLC Misses,
rev_seq,20,11,RB Tree,Branch Misses,20082668
rev_seq,20,11,WAVL Tree,L1 Misses,3303912
rev_seq,20,11,WAVL Tree,LLC Misses,
rev_seq,20,11,WAVL Tree,Branch Misses,23244141
rev_seq,20,12,RB Tree,L1 Misses,3412991
rev_seq,20,12,RB Tree,LLC Misses,
rev_seq,20,12,RB Tree,Branch Misses,20118623
rev_seq,20,12,WAVL Tree,L1 Misses,3258370
rev_seq,20,12,WAVL Tree,LLC Misses,
rev_seq,20,12,WAVL Tree,Branch Misses,23129834
rev_seq,20,13,RB Tree,L1 Misses,3391171
rev_seq,20,13,RB Tree,LLC Misses,
rev_seq,20,13,RB Tree,Branch Misses,20178325
rev_seq,20,13,WAVL Tree,L1 Misses,3243176
rev_seq,20,13,WAVL Tree,LLC Misses,
rev_seq,20,13,WAVL Tree,Branch Misses,23184956
rev_seq,20,14,RB Tree,L1 Misses,3527086
rev_seq,20,14,RB Tree,LLC Misses,
rev_seq,20,14,RB Tree,Branch Misses,20122721
rev_seq,20,14,WAVL Tree,L1 Misses,3324393
rev_seq,20,14,WAVL Tree,LLC Misses,
rev_seq,20,14,WAVL Tree,Branch Misses,23128853
rev_seq,20,15,RB Tree,L1 Misses,3553751
rev_seq,20,15,RB Tree,LLC Misses,
rev_seq,20,15,RB Tree,Branch Misses,20144675
rev_seq,20,15,WAVL Tree,L1 Misses,3314609
rev_seq,20,15,WAVL Tree,LLC Misses,
rev_seq,20,15,WAVL Tree,Branch Misses,23228249
rev_seq,20,16,RB Tree,L1 Misses,3462404
rev_seq,20,16,RB Tree,LLC Misses,
rev_seq,20,16,RB Tree,Branch Misses,20121808
rev_seq,20,16,WAVL Tree,L1 Misses,3337869
rev_seq,20,16,WAVL Tree,LLC Misses,
rev_seq,20,16,WAVL Tree,Branch Misses,23187788
rev_seq,20,17,RB Tree,L1 Misses,3587544
rev_seq,20,17,RB Tree,LLC Misses,
rev_seq,20,17,RB Tree,Branch Misses,20130235
rev_seq,20,17,WAVL Tree,L1 Misses,3293522
rev_seq,20,17,WAVL Tree,LLC Misses,
rev_seq,20,17,WAVL Tree,Branch Misses,23236547
rev_seq,20,18,RB Tree,L1 Misses,3513700
rev_seq,20,18,RB Tree,LLC Misses,
rev_seq,20,18,RB Tree,Branch Misses,20137381
rev_seq,20,18,WAVL Tree,L1 Misses,3340847
rev_seq,20,18,WAVL Tree,LLC Misses,
rev_seq,20,18,WAVL Tree,Branch Misses,23324774
rev_seq,20,19,RB Tree,L1 Misses,3450005
rev_seq,20,19,RB Tree,LLC Misses,
rev_seq,20,19,RB Tree,Branch Misses,20148721
rev_seq,20,19,WAVL Tree,L1 Misses,3307178
rev_seq,20,19,WAVL Tree,LLC Misses,
rev_seq,20,19,WAVL Tree,Branch Misses,23108750
rev_seq,20,20,RB Tree,L1 Misses,3411505
rev_seq,20,20,RB Tree,LLC Misses,
rev_seq,20,20,RB Tree,Branch Misses,20108114
rev_seq,20,20,WAVL Tree,L1 Misses,3321285
rev_seq,20,20,WAVL Tree,LLC Misses,
rev_seq,20,20,WAVL Tree,Branch Misses,23138429
rev_seq,30,1,RB Tree,L1 Misses,3512004
rev_seq,30,1,RB Tree,LLC Misses,
rev_seq,30,1,RB Tree,Branch Misses,21346723
rev_seq,30,1,WAVL Tree,L1 Misses,3317607
rev_seq,30,1,WAVL Tree,LLC Misses,
rev_seq,30,1,WAVL Tree,Branch Misses,24657965
rev_seq,30,2,RB Tree,L1 Misses,3522520
rev_seq,30,2,RB Tree,LLC Misses,
rev_seq,30,2,RB Tree,Branch Misses,21345639
rev_seq,30,2,WAVL Tree,L1 Misses,3807858
rev_seq,30,2,WAVL Tree,LLC Misses,
rev_seq,30,2,WAVL Tree,Branch Misses,24475268
rev_seq,30,3,RB Tree,L1 Misses,3482691
rev_seq,30,3,RB Tree,LLC Misses,
rev_seq,30,3,RB Tree,Branch Misses,21294787
rev_seq,30,3,WAVL Tree,L1 Misses,3316737
rev_seq,30,3,WAVL Tree,LLC Misses,
rev_seq,30,3,WAVL Tree,Branch Misses,24504920
rev_seq,30,4,RB Tree,L1 Misses,15344833
rev_seq,30,4,RB Tree,LLC Misses,
rev_seq,30,4,RB Tree,Branch Misses,21297823
rev_seq,30,4,WAVL Tree,L1 Misses,3364814
rev_seq,30,4,WAVL Tree,LLC Misses,
rev_seq,30,4,WAVL Tree,Branch Misses,24470921
rev_seq,30,5,RB Tree,L1 Misses,3565298
rev_seq,30,5,RB Tree,LLC Misses,
rev_seq,30,5,RB Tree,Branch Misses,21365825
rev_seq,30,5,WAVL Tree,L1 Misses,3391094
rev_seq,30,5,WAVL Tree,LLC Misses,
rev_seq,30,5,WAVL Tree,Branch Misses,24669613
rev_seq,30,6,RB Tree,L1 Misses,3572920
rev_seq,30,6,RB Tree,LLC Misses,
rev_seq,30,6,RB Tree,Branch Misses,21229932
rev_seq,30,6,WAVL Tree,L1 Misses,3334290
rev_seq,30,6,WAVL Tree,LLC Misses,
rev_seq,30,6,WAVL Tree,Branch Misses,24468596
rev_seq,30,7,RB Tree,L1 Misses,3482521
rev_seq,30,7,RB Tree,LLC Misses,
rev_seq,30,7,RB Tree,Branch Misses,21279899
rev_seq,30,7,WAVL Tree,L1 Misses,3346663
rev_seq,30,7,WAVL Tree,LLC Misses,
rev_seq,30,7,WAVL Tree,Branch Misses,24471088
rev_seq,30,8,RB Tree,L1 Misses,3442180
rev_seq,30,8,RB Tree,LLC Misses,
rev_seq,30,8,RB Tree,Branch Misses,21342303
rev_seq,30,8,WAVL Tree,L1 Misses,3296511
rev_seq,30,8,WAVL Tree,LLC Misses,
rev_seq,30,8,WAVL Tree,Branch Misses,24588076
rev_seq,30,9,RB Tree,L1 Misses,3514797
rev_seq,30,9,RB Tree,LLC Misses,
rev_seq,30,9,RB Tree,Branch Misses,21304533
rev_seq,30,9,WAVL Tree,L1 Misses,3297014
rev_seq,30,9,WAVL Tree,LLC Misses,
rev_seq,30,9,WAVL Tree,Branch Misses,24685496
rev_seq,30,10,RB Tree,L1 Misses,4517958
rev_seq,30,10,RB Tree,LLC Misses,
rev_seq,30,10,RB Tree,Branch Misses,21340301
rev_seq,30,10,WAVL Tree,L1 Misses,3275386
rev_seq,30,10,WAVL Tree,LLC Misses,
rev_seq,30,10,WAVL Tree,Branch Misses,24483912
rev_seq,30,11,RB Tree,L1 Misses,3488998
rev_seq,30,11,RB Tree,LLC Misses,
rev_seq,30,11,RB Tree,Branch Misses,21371882
rev_seq,30,11,WAVL Tree,L1 Misses,5325970
rev_seq,30,11,WAVL Tree,LLC Misses,
rev_seq,30,11,WAVL Tree,Branch Misses,24464923
rev_seq,30,12,RB Tree,L1 Misses,3440204
rev_seq,30,12,RB Tree,LLC Misses,
rev_seq,30,12,RB Tree,Branch Misses,21328568
rev_seq,30,12,WAVL Tree,L1 Misses,3316459
rev_seq,30,12,WAVL Tree,LLC Misses,
rev_seq,30,12,WAVL Tree,Branch Misses,24668188
rev_seq,30,13,RB Tree,L1 Misses,3628197
rev_seq,30,13,RB Tree,LLC Misses,
rev_seq,30,13,RB Tree,Branch Misses,21395796
rev_seq,30,13,WAVL Tree,L1 Misses,3345206
rev_seq,30,13,WAVL Tree,LLC Misses,
rev_seq,30,13,WAVL Tree,Branch Misses,24457964
rev_seq,30,14,RB Tree,L1 Misses,3534256
rev_seq,30,14,RB Tree,LLC Misses,
rev_seq,30,14,RB Tree,Branch Misses,21356571
rev_seq,30,14,WAVL Tree,L1 Misses,3331716
rev_seq,30,14,WAVL Tree,LLC Misses,
rev_seq,30,14,WAVL Tree,Branch Misses,24428777
rev_seq,30,15,RB Tree,L1 Misses,3491231
rev_seq,30,15,RB Tree,LLC Misses,
rev_seq,30,15,RB Tree,Branch Misses,21330632
rev_seq,30,15,WAVL Tree,L1 Misses,3322202
rev_seq,30,15,WAVL Tree,LLC Misses,
rev_seq,30,15,WAVL Tree,Branch Misses,24667285
rev_seq,30,16,RB Tree,L1 Misses,3482803
rev_seq,30,16,RB Tree,LLC Misses,
rev_seq,30,16,RB Tree,Branch Misses,21359724
rev_seq,30,16,WAVL Tree,L1 Misses,3425040
rev_seq,30,16,WAVL Tree,LLC Misses,
rev_seq,30,16,WAVL Tree,Branch Misses,24606416
rev_seq,30,17,RB Tree,L1 Misses,3476029
rev_seq,30,17,RB Tree,LLC Misses,
rev_seq,30,17,RB Tree,Branch Misses,21332780
rev_seq,30,17,WAVL Tree,L1 Misses,3295283
rev_seq,30,17,WAVL Tree,LLC Misses,
rev_seq,30,17,WAVL Tree,Branch Misses,24487630
rev_seq,30,18,RB Tree,L1 Misses,3428477
rev_seq,30,18,RB Tree,LLC Misses,
rev_seq,30,18,RB Tree,Branch Misses,21326233
rev_seq,30,18,WAVL Tree,L1 Misses,3317090
rev_seq,30,18,WAVL Tree,LLC Misses,
rev_seq,30,18,WAVL Tree,Branch Misses,24479264
rev_seq,30,19,RB Tree,L1 Misses,3460763
rev_seq,30,19,RB Tree,LLC Misses,
rev_seq,30,19,RB Tree,Branch Misses,21370626
rev_seq,30,19,WAVL Tree,L1 Misses,3340177
rev_seq,30,19,WAVL Tree,LLC Misses,
rev_seq,30,19,WAVL Tree,Branch Misses,24456845
rev_seq,30,20,RB Tree,L1 Misses,3457888
rev_seq,30,20,RB Tree,LLC Misses,
rev_seq,30,20,RB Tree,Branch Misses,21342344
rev_seq,30,20,WAVL Tree,L1 Misses,3329016
rev_seq,30,20,WAVL Tree,LLC Misses,
rev_seq,30,20,WAVL Tree,Branch Misses,24431936
rev_seq,40,1,RB Tree,L1 Misses,3549986
rev_seq,40,1,RB Tree,LLC Misses,
rev_seq,40,1,RB Tree,Branch Misses,22560177
rev_seq,40,1,WAVL Tree,L1 Misses,3380752
rev_seq,40,1,WAVL Tree,LLC Misses,
rev_seq,40,1,WAVL Tree,Branch Misses,25814376
rev_seq,40,2,RB Tree,L1 Misses,3488462
rev_seq,40,2,RB Tree,LLC Misses,
rev_seq,40,2,RB Tree,Branch Misses,22521488
rev_seq,40,2,WAVL Tree,L1 Misses,3409375
rev_seq,40,2,WAVL Tree,LLC Misses,
rev_seq,40,2,WAVL Tree,Branch Misses,26012051
rev_seq,40,3,RB Tree,L1 Misses,3530903
rev_seq,40,3,RB Tree,LLC Misses,
rev_seq,40,3,RB Tree,Branch Misses,22604022
rev_seq,40,3,WAVL Tree,L1 Misses,3309085
rev_seq,40,3,WAVL Tree,LLC Misses,
rev_seq,40,3,WAVL Tree,Branch Misses,25967170
rev_seq,40,4,RB Tree,L1 Misses,3543195
rev_seq,40,4,RB Tree,LLC Misses,
rev_seq,40,4,RB Tree,Branch Misses,22493800
rev_seq,40,4,WAVL Tree,L1 Misses,3341174
rev_seq,40,4,WAVL Tree,LLC Misses,
rev_seq,40,4,WAVL Tree,Branch Misses,25825364
rev_seq,40,5,RB Tree,L1 Misses,3493349
rev_seq,40,5,RB Tree,LLC Misses,
rev_seq,40,5,RB Tree,Branch Misses,22587464
rev_seq,40,5,WAVL Tree,L1 Misses,3372312
rev_seq,40,5,WAVL Tree,LLC Misses,
rev_seq,40,5,WAVL Tree,Branch Misses,25961186
rev_seq,40,6,RB Tree,L1 Misses,3471987
rev_seq,40,6,RB Tree,LLC Misses,
rev_seq,40,6,RB Tree,Branch Misses,22598156
rev_seq,40,6,WAVL Tree,L1 Misses,3374529
rev_seq,40,6,WAVL Tree,LLC Misses,
rev_seq,40,6,WAVL Tree,Branch Misses,25835507
rev_seq,40,7,RB Tree,L1 Misses,3558642
rev_seq,40,7,RB Tree,LLC Misses,
rev_seq,40,7,RB Tree,Branch Misses,22585817
rev_seq,40,7,WAVL Tree,L1 Misses,3379222
rev_seq,40,7,WAVL Tree,LLC Misses,
rev_seq,40,7,WAVL Tree,Branch Misses,25832395
rev_seq,40,8,RB Tree,L1 Misses,3510042
rev_seq,40,8,RB Tree,LLC Misses,
rev_seq,40,8,RB Tree,Branch Misses,22546315
rev_seq,40,8,WAVL Tree,L1 Misses,3333779
rev_seq,40,8,WAVL Tree,LLC Misses,
rev_seq,40,8,WAVL Tree,Branch Misses,25860959
rev_seq,40,9,RB Tree,L1 Misses,3703235
rev_seq,40,9,RB Tree,LLC Misses,
rev_seq,40,9,RB Tree,Branch Misses,22557918
rev_seq,40,9,WAVL Tree,L1 Misses,3410487
rev_seq,40,9,WAVL Tree,LLC Misses,
rev_seq,40,9,WAVL Tree,Branch Misses,25810508
rev_seq,40,10,RB Tree,L1 Misses,3481593
rev_seq,40,10,RB Tree,LLC Misses,
rev_seq,40,10,RB Tree,Branch Misses,22574440
rev_seq,40,10,WAVL Tree,L1 Misses,3379453
rev_seq,40,10,WAVL Tree,LLC Misses,
rev_seq,40,10,WAVL Tree,Branch Misses,25780455
rev_seq,40,11,RB Tree,L1 Misses,3577671
rev_seq,40,11,RB Tree,LLC Misses,
rev_seq,40,11,RB Tree,Branch Misses,22574644
rev_seq,40,11,WAVL Tree,L1 Misses,3368730
rev_seq,40,11,WAVL Tree,LLC Misses,
rev_seq,40,11,WAVL Tree,Branch Misses,25888700
rev_seq,40,12,RB Tree,L1 Misses,3570530
rev_seq,40,12,RB Tree,LLC Misses,
rev_seq,40,12,RB Tree,Branch Misses,22594383
rev_seq,40,12,WAVL Tree,L1 Misses,3440868
rev_seq,40,12,WAVL Tree,LLC Misses,
rev_seq,40,12,WAVL Tree,Branch Misses,25826653
rev_seq,40,13,RB Tree,L1 Misses,3544629
rev_seq,40,13,RB Tree,LLC Misses,
rev_seq,40,13,RB Tree,Branch Misses,22581720
rev_seq,40,13,WAVL Tree,L1 Misses,3435542
rev_seq,40,13,WAVL Tree,LLC Misses,
rev_seq,40,13,WAVL Tree,Branch Misses,25832167
rev_seq,40,14,RB Tree,L1 Misses,3497453
rev_seq,40,14,RB Tree,LLC Misses,
rev_seq,40,14,RB Tree,Branch Misses,22566053
rev_seq,40,14,WAVL Tree,L1 Misses,3354562
rev_seq,40,14,WAVL Tree,LLC Misses,
rev_seq,40,14,WAVL Tree,Branch Misses,25982685
rev_seq,40,15,RB Tree,L1 Misses,3540871
rev_seq,40,15,RB Tree,LLC Misses,
rev_seq,40,15,RB Tree,Branch Misses,22580962
rev_seq,40,15,WAVL Tree,L1 Misses,3346869
rev_seq,40,15,WAVL Tree,LLC Misses,
rev_seq,40,15,WAVL Tree,Branch Misses,25846960
rev_seq,40,16,RB Tree,L1 Misses,3527260
rev_seq,40,16,RB Tree,LLC Misses,
rev_seq,40,16,RB Tree,Branch Misses,22568808
rev_seq,40,16,WAVL Tree,L1 Misses,3316941
rev_seq,40,16,WAVL Tree,LLC Misses,
rev_seq,40,16,WAVL Tree,Branch Misses,25940807
rev_seq,40,17,RB Tree,L1 Misses,3583711
rev_seq,40,17,RB Tree,LLC Misses,
rev_seq,40,17,RB Tree,Branch Misses,22531911
rev_seq,40,17,WAVL Tree,L1 Misses,3497550
rev_seq,40,17,WAVL Tree,LLC Misses,
rev_seq,40,17,WAVL Tree,Branch Misses,25828877
rev_seq,40,18,RB Tree,L1 Misses,3478177
rev_seq,40,18,RB Tree,LLC Misses,
rev_seq,40,18,RB Tree,Branch Misses,22535017
rev_seq,40,18,WAVL Tree,L1 Misses,3394981
rev_seq,40,18,WAVL Tree,LLC Misses,
rev_seq,40,18,WAVL Tree,Branch Misses,25948502
rev_seq,40,19,RB Tree,L1 Misses,3578974
rev_seq,40,19,RB Tree,LLC Misses,
rev_seq,40,19,RB Tree,Branch Misses,22547156
rev_seq,40,19,WAVL Tree,L1 Misses,3357621
rev_seq,40,19,WAVL Tree,LLC Misses,
rev_seq,40,19,WAVL Tree,Branch Misses,25790685
rev_seq,40,20,RB Tree,L1 Misses,3607400
rev_seq,40,20,RB Tree,LLC Misses,
rev_seq,40,20,RB Tree,Branch Misses,22594221
rev_seq,40,20,WAVL Tree,L1 Misses,3348942
rev_seq,40,20,WAVL Tree,LLC Misses,
rev_seq,40,20,WAVL Tree,Branch Misses,25783087
rev_seq,50,1,RB Tree,L1 Misses,3655497
rev_seq,50,1,RB Tree,LLC Misses,
rev_seq,50,1,RB Tree,Branch Misses,23800499
rev_seq,50,1,WAVL Tree,L1 Misses,3389612
rev_seq,50,1,WAVL Tree,LLC Misses,
rev_seq,50,1,WAVL Tree,Branch Misses,27163582
rev_seq,50,2,RB Tree,L1 Misses,3687876
rev_seq,50,2,RB Tree,LLC Misses,
rev_seq,50,2,RB Tree,Branch Misses,23770729
rev_seq,50,2,WAVL Tree,L1 Misses,3477587
rev_seq,50,2,WAVL Tree,LLC Misses,
rev_seq,50,2,WAVL Tree,Branch Misses,27164585
rev_seq,50,3,RB Tree,L1 Misses,3518359
rev_seq,50,3,RB Tree,LLC Misses,
rev_seq,50,3,RB Tree,Branch Misses,23801448
rev_seq,50,3,WAVL Tree,L1 Misses,3415318
rev_seq,50,3,WAVL Tree,LLC Misses,
rev_seq,50,3,WAVL Tree,Branch Misses,27148866
rev_seq,50,4,RB Tree,L1 Misses,3576002
rev_seq,50,4,RB Tree,LLC Misses,
rev_seq,50,4,RB Tree,Branch Misses,23783305
rev_seq,50,4,WAVL Tree,L1 Misses,3438802
rev_seq,50,4,WAVL Tree,LLC Misses,
rev_seq,50,4,WAVL Tree,Branch Misses,27166536
rev_seq,50,5,RB Tree,L1 Misses,3608130
rev_seq,50,5,RB Tree,LLC Misses,
rev_seq,50,5,RB Tree,Branch Misses,23788863
rev_seq,50,5,WAVL Tree,L1 Misses,3618553
rev_seq,50,5,WAVL Tree,LLC Misses,
rev_seq,50,5,WAVL Tree,Branch Misses,27152437
rev_seq,50,6,RB Tree,L1 Misses,3602365
rev_seq,50,6,RB Tree,LLC Misses,
rev_seq,50,6,RB Tree,Branch Misses,23793868
rev_seq,50,6,WAVL Tree,L1 Misses,3498998
rev_seq,50,6,WAVL Tree,LLC Misses,
rev_seq,50,6,WAVL Tree,Branch Misses,27151506
rev_seq,50,7,RB Tree,L1 Misses,3822970
rev_seq,50,7,RB Tree,LLC Misses,
rev_seq,50,7,RB Tree,Branch Misses,23795057
rev_seq,50,7,WAVL Tree,L1 Misses,3452675
rev_seq,50,7,WAVL Tree,LLC Misses,
rev_seq,50,7,WAVL Tree,Branch Misses,27192840
rev_seq,50,8,RB Tree,L1 Misses,3586644
rev_seq,50,8,RB Tree,LLC Misses,
rev_seq,50,8,RB Tree,Branch Misses,23830514
rev_seq,50,8,WAVL Tree,L1 Misses,3446854
rev_seq,50,8,WAVL Tree,LLC Misses,
rev_seq,50,8,WAVL Tree,Branch Misses,27196467
rev_seq,50,9,RB Tree,L1 Misses,3688134
rev_seq,50,9,RB Tree,LLC Misses,
rev_seq,50,9,RB Tree,Branch Misses,23796286
rev_seq,50,9,WAVL Tree,L1 Misses,3471374
rev_seq,50,9,WAVL Tree,LLC Misses,
rev_seq,50,9,WAVL Tree,Branch Misses,27159267
rev_seq,50,10,RB Tree,L1 Misses,3591729
rev_seq,50,10,RB Tree,LLC Misses,
rev_seq,50,10,RB Tree,Branch Misses,23746883
rev_seq,50,10,WAVL Tree,L1 Misses,3450449
rev_seq,50,10,WAVL Tree,LLC Misses,
rev_seq,50,10,WAVL Tree,Branch Misses,27131860
rev_seq,50,11,RB Tree,L1 Misses,3625042
rev_seq,50,11,RB Tree,LLC Misses,
rev_seq,50,11,RB Tree,Branch Misses,23750069
rev_seq,50,11,WAVL Tree,L1 Misses,3442838
rev_seq,50,11,WAVL Tree,LLC Misses,
rev_seq,50,11,WAVL Tree,Branch Misses,27274666
rev_seq,50,12,RB Tree,L1 Misses,3569316
rev_seq,50,12,RB Tree,LLC Misses,
rev_seq,50,12,RB Tree,Branch Misses,23734262
rev_seq,50,12,WAVL Tree,L1 Misses,3433325
rev_seq,50,12,WAVL Tree,LLC Misses,
rev_seq,50,12,WAVL Tree,Branch Misses,27357325
rev_seq,50,13,RB Tree,L1 Misses,3985134
rev_seq,50,13,RB Tree,LLC Misses,
rev_seq,50,13,RB Tree,Branch Misses,23732183
rev_seq,50,13,WAVL Tree,L1 Misses,3392213
rev_seq,50,13,WAVL Tree,LLC Misses,
rev_seq,50,13,WAVL Tree,Branch Misses,27335280
rev_seq,50,14,RB Tree,L1 Misses,3795955
rev_seq,50,14,RB Tree,LLC Misses,
rev_seq,50,14,RB Tree,Branch Misses,23767623
rev_seq,50,14,WAVL Tree,L1 Misses,3433538
rev_seq,50,14,WAVL Tree,LLC Misses,
rev_seq,50,14,WAVL Tree,Branch Misses,27299285
rev_seq,50,15,RB Tree,L1 Misses,3627161
rev_seq,50,15,RB Tree,LLC Misses,
rev_seq,50,15,RB Tree,Branch Misses,23745863
rev_seq,50,15,WAVL Tree,L1 Misses,3449171
rev_seq,50,15,WAVL Tree,LLC Misses,
rev_seq,50,15,WAVL Tree,Branch Misses,27379792
rev_seq,50,16,RB Tree,L1 Misses,3523257
rev_seq,50,16,RB Tree,LLC Misses,
rev_seq,50,16,RB Tree,Branch Misses,23740880
rev_seq,50,16,WAVL Tree,L1 Misses,3367643
rev_seq,50,16,WAVL Tree,LLC Misses,
rev_seq,50,16,WAVL Tree,Branch Misses,27358513
rev_seq,50,17,RB Tree,L1 Misses,3558596
rev_seq,50,17,RB Tree,LLC Misses,
rev_seq,50,17,RB Tree,Branch Misses,23777712
rev_seq,50,17,WAVL Tree,L1 Misses,3351418
rev_seq,50,17,WAVL Tree,LLC Misses,
rev_seq,50,17,WAVL Tree,Branch Misses,27272066
rev_seq,50,18,RB Tree,L1 Misses,3638624
rev_seq,50,18,RB Tree,LLC Misses,
rev_seq,50,18,RB Tree,Branch Misses,23754936
rev_seq,50,18,WAVL Tree,L1 Misses,3374057
rev_seq,50,18,WAVL Tree,LLC Misses,
rev_seq,50,18,WAVL Tree,Branch Misses,27170439
rev_seq,50,19,RB Tree,L1 Misses,3566731
rev_seq,50,19,RB Tree,LLC Misses,
rev_seq,50,19,RB Tree,Branch Misses,23729475
rev_seq,50,19,WAVL Tree,L1 Misses,3387808
rev_seq,50,19,WAVL Tree,LLC Misses,
rev_seq,50,19,WAVL Tree,Branch Misses,27240787
rev_seq,50,20,RB Tree,L1 Misses,3722065
rev_seq,50,20,RB Tree,LLC Misses,
rev_seq,50,20,RB Tree,Branch Misses,23760298
rev_seq,50,20,WAVL Tree,L1 Misses,3468933
