Ratio,Run,Phase,Tree,Metric,Value
40,11,Delete,RB Tree,Path,1910
40,11,Delete,WAVL Tree,Path,2009
40,12,Insert,RB Tree,Rotations,5788
40,12,Insert,WAVL Tree,Rotations,7016
40,12,Insert,RB Tree,Path,10316
40,12,Insert,WAVL Tree,Path,17872
40,12,Delete,RB Tree,Rotations,1407
40,12,Delete,WAVL Tree,Rotations,1323
40,12,Delete,RB Tree,Path,1930
40,12,Delete,WAVL Tree,Path,1965
40,13,Insert,RB Tree,Rotations,5766
40,13,Insert,WAVL Tree,Rotations,6891
40,13,Insert,RB Tree,Path,10410
40,13,Insert,WAVL Tree,Path,17724
40,13,Delete,RB Tree,Rotations,1468
40,13,Delete,WAVL Tree,Rotations,1338
40,13,Delete,RB Tree,Path,1948
40,13,Delete,WAVL Tree,Path,2020
40,14,Insert,RB Tree,Rotations,5744
40,14,Insert,WAVL Tree,Rotations,7050
40,14,Insert,RB Tree,Path,10304
40,14,Insert,WAVL Tree,Path,17921
40,14,Delete,RB Tree,Rotations,1447
40,14,Delete,WAVL Tree,Rotations,1400
40,14,Delete,RB Tree,Path,1948
40,14,Delete,WAVL Tree,Path,2032
40,15,Insert,RB Tree,Rotations,5812
40,15,Insert,WAVL Tree,Rotations,6840
40,15,Insert,RB Tree,Path,10198
40,15,Insert,WAVL Tree,Path,17846
40,15,Delete,RB Tree,Rotations,1394
40,15,Delete,WAVL Tree,Rotations,1390
40,15,Delete,RB Tree,Path,1854
40,15,Delete,WAVL Tree,Path,1996
40,16,Insert,RB Tree,Rotations,5734
40,16,Insert,WAVL Tree,Rotations,6846
40,16,Insert,RB Tree,Path,10316
40,16,Insert,WAVL Tree,Path,17825
40,16,Delete,RB Tree,Rotations,1335
40,16,Delete,WAVL Tree,Rotations,1335
40,16,Delete,RB Tree,Path,1861
40,16,Delete,WAVL Tree,Path,2085
40,17,Insert,RB Tree,Rotations,5878
40,17,Insert,WAVL Tree,Rotations,7103
40,17,Insert,RB Tree,Path,10286
40,17,Insert,WAVL Tree,Path,17867
40,17,Delete,RB Tree,Rotations,1427
40,17,Delete,WAVL Tree,Rotations,1394
40,17,Delete,RB Tree,Path,1924
40,17,Delete,WAVL Tree,Path,2027
40,18,Insert,RB Tree,Rotations,5781
40,18,Insert,WAVL Tree,Rotations,6869
40,18,Insert,RB Tree,Path,10228
40,18,Insert,WAVL Tree,Path,17678
40,18,Delete,RB Tree,Rotations,1444
40,18,Delete,WAVL Tree,Rotations,1303
40,18,Delete,RB Tree,Path,1903
40,18,Delete,WAVL Tree,Path,2020
40,19,Insert,RB Tree,Rotations,5861
40,19,Insert,WAVL Tree,Rotations,6998
40,19,Insert,RB Tree,Path,10168
40,19,Insert,WAVL Tree,Path,17892
40,19,Delete,RB Tree,Rotations,1414
40,19,Delete,WAVL Tree,Rotations,1431
40,19,Delete,RB Tree,Path,1878
40,19,Delete,WAVL Tree,Path,2001
40,20,Insert,RB Tree,Rotations,5829
40,20,Insert,WAVL Tree,Rotations,7059
40,20,Insert,RB Tree,Path,10270
40,20,Insert,WAVL Tree,Path,17974
40,20,Delete,RB Tree,Rotations,1446
40,20,Delete,WAVL Tree,Rotations,1422
40,20,Delete,RB Tree,Path,1955
40,20,Delete,WAVL Tree,Path,2078
40,21,Insert,RB Tree,Rotations,5840
40,21,Insert,WAVL Tree,Rotations,6955
40,21,Insert,RB Tree,Path,10256
40,21,Insert,WAVL Tree,Path,17864
40,21,Delete,RB Tree,Rotations,1416
40,21,Delete,WAVL Tree,Rotations,1339
40,21,Delete,RB Tree,Path,1917
40,21,Delete,WAVL Tree,Path,2003
40,22,Insert,RB Tree,Rotations,5887
40,22,Insert,WAVL Tree,Rotations,6936
40,22,Insert,RB Tree,Path,10144
40,22,Insert,WAVL Tree,Path,17728
40,22,Delete,RB Tree,Rotations,1421
40,22,Delete,WAVL Tree,Rotations,1363
40,22,Delete,RB Tree,Path,1890
40,22,Delete,WAVL Tree,Path,1993
40,23,Insert,RB Tree,Rotations,5901
40,23,Insert,WAVL Tree,Rotations,6982
40,23,Insert,RB Tree,Path,10204
40,23,Insert,WAVL Tree,Path,17824
40,23,Delete,RB Tree,Rotations,1375
40,23,Delete,WAVL Tree,Rotations,1367
40,23,Delete,RB Tree,Path,1875
40,23,Delete,WAVL Tree,Path,2001
40,24,Insert,RB Tree,Rotations,5789
40,24,Insert,WAVL Tree,Rotations,6894
40,24,Insert,RB Tree,Path,10256
40,24,Insert,WAVL Tree,Path,17770
40,24,Delete,RB Tree,Rotations,1468
40,24,Delete,WAVL Tree,Rotations,1422
40,24,Delete,RB Tree,Path,1931
40,24,Delete,WAVL Tree,Path,1986
40,25,Insert,RB Tree,Rotations,5875
40,25,Insert,WAVL Tree,Rotations,7025
40,25,Insert,RB Tree,Path,10292
40,25,Insert,WAVL Tree,Path,17867
40,25,Delete,RB Tree,Rotations,1419
40,25,Delete,WAVL Tree,Rotations,1316
40,25,Delete,RB Tree,Path,1920
40,25,Delete,WAVL Tree,Path,2055
40,26,Insert,RB Tree,Rotations,5865
40,26,Insert,WAVL Tree,Rotations,6952
40,26,Insert,RB Tree,Path,10282
40,26,Insert,WAVL Tree,Path,17780
40,26,Delete,RB Tree,Rotations,1402
40,26,Delete,WAVL Tree,Rotations,1363
40,26,Delete,RB Tree,Path,1919
40,26,Delete,WAVL Tree,Path,2030
40,27,Insert,RB Tree,Rotations,5832
40,27,Insert,WAVL Tree,Rotations,6956
40,27,Insert,RB Tree,Path,10182
40,27,Insert,WAVL Tree,Path,17749
40,27,Delete,RB Tree,Rotations,1407
40,27,Delete,WAVL Tree,Rotations,1342
40,27,Delete,RB Tree,Path,1859
40,27,Delete,WAVL Tree,Path,1958
40,28,Insert,RB Tree,Rotations,5731
40,28,Insert,WAVL Tree,Rotations,6952
40,28,Insert,RB Tree,Path,10286
40,28,Insert,WAVL Tree,Path,17836
40,28,Delete,RB Tree,Rotations,1389
40,28,Delete,WAVL Tree,Rotations,1312
40,28,Delete,RB Tree,Path,1880
40,28,Delete,WAVL Tree,Path,2019
40,29,Insert,RB Tree,Rotations,5811
40,29,Insert,WAVL Tree,Rotations,6971
40,29,Insert,RB Tree,Path,10234
40,29,Insert,WAVL Tree,Path,17837
40,29,Delete,RB Tree,Rotations,1414
40,29,Delete,WAVL Tree,Rotations,1433
40,29,Delete,RB Tree,Path,1919
40,29,Delete,WAVL Tree,Path,2012
40,30,Insert,RB Tree,Rotations,5852
40,30,Insert,WAVL Tree,Rotations,7011
40,30,Insert,RB Tree,Path,10286
40,30,Insert,WAVL Tree,Path,17877
40,30,Delete,RB Tree,Rotations,1524
40,30,Delete,WAVL Tree,Rotations,1359
40,30,Delete,RB Tree,Path,1951
40,30,Delete,WAVL Tree,Path,2072
40,31,Insert,RB Tree,Rotations,5925
40,31,Insert,WAVL Tree,Rotations,7044
40,31,Insert,RB Tree,Path,10340
40,31,Insert,WAVL Tree,Path,17906
40,31,Delete,RB Tree,Rotations,1434
40,31,Delete,WAVL Tree,Rotations,1319
40,31,Delete,RB Tree,Path,1951
40,31,Delete,WAVL Tree,Path,2081
40,32,Insert,RB Tree,Rotations,5775
40,32,Insert,WAVL Tree,Rotations,6889
40,32,Insert,RB Tree,Path,10252
40,32,Insert,WAVL Tree,Path,17760
40,32,Delete,RB Tree,Rotations,1380
40,32,Delete,WAVL Tree,Rotations,1326
40,32,Delete,RB Tree,Path,1885
40,32,Delete,WAVL Tree,Path,2007
40,33,Insert,RB Tree,Rotations,5743
40,33,Insert,WAVL Tree,Rotations,6901
40,33,Insert,RB Tree,Path,10252
40,33,Insert,WAVL Tree,Path,17764
40,33,Delete,RB Tree,Rotations,1412
40,33,Delete,WAVL Tree,Rotations,1314
40,33,Delete,RB Tree,Path,1927
40,33,Delete,WAVL Tree,Path,1962
40,34,Insert,RB Tree,Rotations,5797
40,34,Insert,WAVL Tree,Rotations,7047
40,34,Insert,RB Tree,Path,10246
40,34,Insert,WAVL Tree,Path,17910
40,34,Delete,RB Tree,Rotations,1416
40,34,Delete,WAVL Tree,Rotations,1372
40,34,Delete,RB Tree,Path,1922
40,34,Delete,WAVL Tree,Path,2004
40,35,Insert,RB Tree,Rotations,5780
40,35,Insert,WAVL Tree,Rotations,7031
40,35,Insert,RB Tree,Path,10184
40,35,Insert,WAVL Tree,Path,17793
40,35,Delete,RB Tree,Rotations,1466
40,35,Delete,WAVL Tree,Rotations,1384
40,35,Delete,RB Tree,Path,1902
40,35,Delete,WAVL Tree,Path,1983
40,36,Insert,RB Tree,Rotations,5792
40,36,Insert,WAVL Tree,Rotations,6916
40,36,Insert,RB Tree,Path,10254
40,36,Insert,WAVL Tree,Path,17848
40,36,Delete,RB Tree,Rotations,1393
40,36,Delete,WAVL Tree,Rotations,1386
40,36,Delete,RB Tree,Path,1905
40,36,Delete,WAVL Tree,Path,2011
40,37,Insert,RB Tree,Rotations,5768
40,37,Insert,WAVL Tree,Rotations,6953
40,37,Insert,RB Tree,Path,10356
40,37,Insert,WAVL Tree,Path,17875
40,37,Delete,RB Tree,Rotations,1490
40,37,Delete,WAVL Tree,Rotations,1396
40,37,Delete,RB Tree,Path,1997
40,37,Delete,WAVL Tree,Path,2074
40,38,Insert,RB Tree,Rotations,5893
40,38,Insert,WAVL Tree,Rotations,7056
40,38,Insert,RB Tree,Path,10254
40,38,Insert,WAVL Tree,Path,17895
40,38,Delete,RB Tree,Rotations,1427
40,38,Delete,WAVL Tree,Rotations,1353
40,38,Delete,RB Tree,Path,1929
40,38,Delete,WAVL Tree,Path,2029
40,39,Insert,RB Tree,Rotations,5927
40,39,Insert,WAVL Tree,Rotations,7063
40,39,Insert,RB Tree,Path,10206
40,39,Insert,WAVL Tree,Path,17988
40,39,Delete,RB Tree,Rotations,1408
40,39,Delete,WAVL Tree,Rotations,1407
40,39,Delete,RB Tree,Path,1916
40,39,Delete,WAVL Tree,Path,2075
40,40,Insert,RB Tree,Rotations,5771
40,40,Insert,WAVL Tree,Rotations,6971
40,40,Insert,RB Tree,Path,10276
40,40,Insert,WAVL Tree,Path,17790
40,40,Delete,RB Tree,Rotations,1450
40,40,Delete,WAVL Tree,Rotations,1394
40,40,Delete,RB Tree,Path,1947
40,40,Delete,WAVL Tree,Path,1985
40,41,Insert,RB Tree,Rotations,5930
40,41,Insert,WAVL Tree,Rotations,7130
40,41,Insert,RB Tree,Path,10244
40,41,Insert,WAVL Tree,Path,17889
40,41,Delete,RB Tree,Rotations,1419
40,41,Delete,WAVL Tree,Rotations,1441
40,41,Delete,RB Tree,Path,1901
40,41,Delete,WAVL Tree,Path,1975
40,42,Insert,RB Tree,Rotations,5798
40,42,Insert,WAVL Tree,Rotations,7003
40,42,Insert,RB Tree,Path,10308
40,42,Insert,WAVL Tree,Path,17825
40,42,Delete,RB Tree,Rotations,1477
40,42,Delete,WAVL Tree,Rotations,1429
40,42,Delete,RB Tree,Path,1978
40,42,Delete,WAVL Tree,Path,1983
40,43,Insert,RB Tree,Rotations,5798
40,43,Insert,WAVL Tree,Rotations,6928
40,43,Insert,RB Tree,Path,10294
40,43,Insert,WAVL Tree,Path,17821
40,43,Delete,RB Tree,Rotations,1447
40,43,Delete,WAVL Tree,Rotations,1321
40,43,Delete,RB Tree,Path,1925
40,43,Delete,WAVL Tree,Path,1993
40,44,Insert,RB Tree,Rotations,5807
40,44,Insert,WAVL Tree,Rotations,6982
40,44,Insert,RB Tree,Path,10252
40,44,Insert,WAVL Tree,Path,17809
40,44,Delete,RB Tree,Rotations,1421
40,44,Delete,WAVL Tree,Rotations,1339
40,44,Delete,RB Tree,Path,1929
40,44,Delete,WAVL Tree,Path,2037
40,45,Insert,RB Tree,Rotations,5914
40,45,Insert,WAVL Tree,Rotations,7082
40,45,Insert,RB Tree,Path,10222
40,45,Insert,WAVL Tree,Path,17782
40,45,Delete,RB Tree,Rotations,1421
40,45,Delete,WAVL Tree,Rotations,1354
40,45,Delete,RB Tree,Path,1910
40,45,Delete,WAVL Tree,Path,2013
40,46,Insert,RB Tree,Rotations,5906
40,46,Insert,WAVL Tree,Rotations,7040
40,46,Insert,RB Tree,Path,10190
40,46,Insert,WAVL Tree,Path,17820
40,46,Delete,RB Tree,Rotations,1447
40,46,Delete,WAVL Tree,Rotations,1330
40,46,Delete,RB Tree,Path,1912
40,46,Delete,WAVL Tree,Path,2011
40,47,Insert,RB Tree,Rotations,5752
40,47,Insert,WAVL Tree,Rotations,6970
40,47,Insert,RB Tree,Path,10292
40,47,Insert,WAVL Tree,Path,17792
40,47,Delete,RB Tree,Rotations,1437
40,47,Delete,WAVL Tree,Rotations,1349
40,47,Delete,RB Tree,Path,1929
40,47,Delete,WAVL Tree,Path,1998
40,48,Insert,RB Tree,Rotations,5785
40,48,Insert,WAVL Tree,Rotations,6942
40,48,Insert,RB Tree,Path,10210
40,48,Insert,WAVL Tree,Path,17821
40,48,Delete,RB Tree,Rotations,1457
40,48,Delete,WAVL Tree,Rotations,1397
40,48,Delete,RB Tree,Path,1911
40,48,Delete,WAVL Tree,Path,2047
40,49,Insert,RB Tree,Rotations,5923
40,49,Insert,WAVL Tree,Rotations,6984
40,49,Insert,RB Tree,Path,10274
40,49,Insert,WAVL Tree,Path,17868
40,49,Delete,RB Tree,Rotations,1448
40,49,Delete,WAVL Tree,Rotations,1448
40,49,Delete,RB Tree,Path,1927
40,49,Delete,WAVL Tree,Path,2022
40,50,Insert,RB Tree,Rotations,5886
40,50,Insert,WAVL Tree,Rotations,7038
40,50,Insert,RB Tree,Path,10256
40,50,Insert,WAVL Tree,Path,17861
40,50,Delete,RB Tree,Rotations,1466
40,50,Delete,WAVL Tree,Rotations,1460
40,50,Delete,RB Tree,Path,1943
40,50,Delete,WAVL Tree,Path,2018
50,1,Insert,RB Tree,Rotations,5887
50,1,Insert,WAVL Tree,Rotations,7077
50,1,Insert,RB Tree,Path,10246
50,1,Insert,WAVL Tree,Path,17907
50,1,Delete,RB Tree,Rotations,1728
50,1,Delete,WAVL Tree,Rotations,1718
50,1,Delete,RB Tree,Path,2585
50,1,Delete,WAVL Tree,Path,2854
50,2,Insert,RB Tree,Rotations,5770
50,2,Insert,WAVL Tree,Rotations,6933
50,2,Insert,RB Tree,Path,10254
50,2,Insert,WAVL Tree,Path,17738
50,2,Delete,RB Tree,Rotations,1818
50,2,Delete,WAVL Tree,Rotations,1687
50,2,Delete,RB Tree,Path,2650
50,2,Delete,WAVL Tree,Path,2874
50,3,Insert,RB Tree,Rotations,5746
50,3,Insert,WAVL Tree,Rotations,6948
50,3,Insert,RB Tree,Path,10192
50,3,Insert,WAVL Tree,Path,17776
50,3,Delete,RB Tree,Rotations,1807
50,3,Delete,WAVL Tree,Rotations,1755
50,3,Delete,RB Tree,Path,2626
50,3,Delete,WAVL Tree,Path,2820
50,4,Insert,RB Tree,Rotations,5858
50,4,Insert,WAVL Tree,Rotations,6929
50,4,Insert,RB Tree,Path,10282
50,4,Insert,WAVL Tree,Path,17797
50,4,Delete,RB Tree,Rotations,1807
50,4,Delete,WAVL Tree,Rotations,1737
50,4,Delete,RB Tree,Path,2672
50,4,Delete,WAVL Tree,Path,2833
50,5,Insert,RB Tree,Rotations,5877
50,5,Insert,WAVL Tree,Rotations,6946
50,5,Insert,RB Tree,Path,10198
50,5,Insert,WAVL Tree,Path,17765
50,5,Delete,RB Tree,Rotations,1826
50,5,Delete,WAVL Tree,Rotations,1782
50,5,Delete,RB Tree,Path,2647
50,5,Delete,WAVL Tree,Path,2834
50,6,Insert,RB Tree,Rotations,5951
50,6,Insert,WAVL Tree,Rotations,7072
50,6,Insert,RB Tree,Path,10250
50,6,Insert,WAVL Tree,Path,17861
50,6,Delete,RB Tree,Rotations,1818
50,6,Delete,WAVL Tree,Rotations,1779
50,6,Delete,RB Tree,Path,2645
50,6,Delete,WAVL Tree,Path,2748
50,7,Insert,RB Tree,Rotations,5807
50,7,Insert,WAVL Tree,Rotations,7045
50,7,Insert,RB Tree,Path,10264
50,7,Insert,WAVL Tree,Path,17937
50,7,Delete,RB Tree,Rotations,1748
50,7,Delete,WAVL Tree,Rotations,1707
50,7,Delete,RB Tree,Path,2641
50,7,Delete,WAVL Tree,Path,2898
50,8,Insert,RB Tree,Rotations,5904
50,8,Insert,WAVL Tree,Rotations,6941
50,8,Insert,RB Tree,Path,10234
50,8,Insert,WAVL Tree,Path,17777
50,8,Delete,RB Tree,Rotations,1827
50,8,Delete,WAVL Tree,Rotations,1769
50,8,Delete,RB Tree,Path,2634
50,8,Delete,WAVL Tree,Path,2792
50,9,Insert,RB Tree,Rotations,5735
50,9,Insert,WAVL Tree,Rotations,7009
50,9,Insert,RB Tree,Path,10318
50,9,Insert,WAVL Tree,Path,17858
50,9,Delete,RB Tree,Rotations,1784
50,9,Delete,WAVL Tree,Rotations,1708
50,9,Delete,RB Tree,Path,2654
50,9,Delete,WAVL Tree,Path,2790
50,10,Insert,RB Tree,Rotations,5847
50,10,Insert,WAVL Tree,Rotations,7010
50,10,Insert,RB Tree,Path,10314
50,10,Insert,WAVL Tree,Path,17886
50,10,Delete,RB Tree,Rotations,1814
50,10,Delete,WAVL Tree,Rotations,1704
50,10,Delete,RB Tree,Path,2687
50,10,Delete,WAVL Tree,Path,2891
50,11,Insert,RB Tree,Rotations,5861
50,11,Insert,WAVL Tree,Rotations,6959
50,11,Insert,RB Tree,Path,10336
50,11,Insert,WAVL Tree,Path,17862
50,11,Delete,RB Tree,Rotations,1902
50,11,Delete,WAVL Tree,Rotations,1836
50,11,Delete,RB Tree,Path,2772
50,11,Delete,WAVL Tree,Path,2932
50,12,Insert,RB Tree,Rotations,5829
50,12,Insert,WAVL Tree,Rotations,7037
50,12,Insert,RB Tree,Path,10198
50,12,Insert,WAVL Tree,Path,17817
50,12,Delete,RB Tree,Rotations,1779
50,12,Delete,WAVL Tree,Rotations,1723
50,12,Delete,RB Tree,Path,2612
50,12,Delete,WAVL Tree,Path,2874
50,13,Insert,RB Tree,Rotations,5853
50,13,Insert,WAVL Tree,Rotations,6883
50,13,Insert,RB Tree,Path,10186
50,13,Insert,WAVL Tree,Path,17739
50,13,Delete,RB Tree,Rotations,1767
50,13,Delete,WAVL Tree,Rotations,1688
50,13,Delete,RB Tree,Path,2631
50,13,Delete,WAVL Tree,Path,2844
50,14,Insert,RB Tree,Rotations,5769
50,14,Insert,WAVL Tree,Rotations,6926
50,14,Insert,RB Tree,Path,10232
50,14,Insert,WAVL Tree,Path,17716
50,14,Delete,RB Tree,Rotations,1819
50,14,Delete,WAVL Tree,Rotations,1735
50,14,Delete,RB Tree,Path,2660
50,14,Delete,WAVL Tree,Path,2839
50,15,Insert,RB Tree,Rotations,5778
50,15,Insert,WAVL Tree,Rotations,7051
50,15,Insert,RB Tree,Path,10208
50,15,Insert,WAVL Tree,Path,17831
50,15,Delete,RB Tree,Rotations,1728
50,15,Delete,WAVL Tree,Rotations,1730
50,15,Delete,RB Tree,Path,2578
50,15,Delete,WAVL Tree,Path,2849
50,16,Insert,RB Tree,Rotations,5736
50,16,Insert,WAVL Tree,Rotations,6887
50,16,Insert,RB Tree,Path,10352
50,16,Insert,WAVL Tree,Path,17739
50,16,Delete,RB Tree,Rotations,1862
50,16,Delete,WAVL Tree,Rotations,1721
50,16,Delete,RB Tree,Path,2722
50,16,Delete,WAVL Tree,Path,2827
50,17,Insert,RB Tree,Rotations,5823
50,17,Insert,WAVL Tree,Rotations,6943
50,17,Insert,RB Tree,Path,10328
50,17,Insert,WAVL Tree,Path,17806
50,17,Delete,RB Tree,Rotations,1870
50,17,Delete,WAVL Tree,Rotations,1682
50,17,Delete,RB Tree,Path,2705
50,17,Delete,WAVL Tree,Path,2933
50,18,Insert,RB Tree,Rotations,5689
50,18,Insert,WAVL Tree,Rotations,6820
50,18,Insert,RB Tree,Path,10290
50,18,Insert,WAVL Tree,Path,17811
50,18,Delete,RB Tree,Rotations,1875
50,18,Delete,WAVL Tree,Rotations,1773
50,18,Delete,RB Tree,Path,2689
50,18,Delete,WAVL Tree,Path,2899
50,19,Insert,RB Tree,Rotations,5850
50,19,Insert,WAVL Tree,Rotations,6990
50,19,Insert,RB Tree,Path,10240
50,19,Insert,WAVL Tree,Path,17824
50,19,Delete,RB Tree,Rotations,1869
50,19,Delete,WAVL Tree,Rotations,1802
50,19,Delete,RB Tree,Path,2664
50,19,Delete,WAVL Tree,Path,2781
50,20,Insert,RB Tree,Rotations,5863
50,20,Insert,WAVL Tree,Rotations,7021
50,20,Insert,RB Tree,Path,10252
50,20,Insert,WAVL Tree,Path,17845
50,20,Delete,RB Tree,Rotations,1766
50,20,Delete,WAVL Tree,Rotations,1721
50,20,Delete,RB Tree,Path,2615
50,20,Delete,WAVL Tree,Path,2920
50,21,Insert,RB Tree,Rotations,6024
50,21,Insert,WAVL Tree,Rotations,7035
50,21,Insert,RB Tree,Path,10248
50,21,Insert,WAVL Tree,Path,17861
50,21,Delete,RB Tree,Rotations,1809
50,21,Delete,WAVL Tree,Rotations,1738
50,21,Delete,RB Tree,Path,2651
50,21,Delete,WAVL Tree,Path,2796
50,22,Insert,RB Tree,Rotations,5900
50,22,Insert,WAVL Tree,Rotations,7020
50,22,Insert,RB Tree,Path,10288
50,22,Insert,WAVL Tree,Path,17887
50,22,Delete,RB Tree,Rotations,1710
50,22,Delete,WAVL Tree,Rotations,1744
50,22,Delete,RB Tree,Path,2606
50,22,Delete,WAVL Tree,Path,2887
50,23,Insert,RB Tree,Rotations,5897
50,23,Insert,WAVL Tree,Rotations,6952
50,23,Insert,RB Tree,Path,10276
50,23,Insert,WAVL Tree,Path,17822
50,23,Delete,RB Tree,Rotations,1815
50,23,Delete,WAVL Tree,Rotations,1805
50,23,Delete,RB Tree,Path,2649
50,23,Delete,WAVL Tree,Path,2848
50,24,Insert,RB Tree,Rotations,5751
50,24,Insert,WAVL Tree,Rotations,6930
50,24,Insert,RB Tree,Path,10202
50,24,Insert,WAVL Tree,Path,17809
50,24,Delete,RB Tree,Rotations,1756
50,24,Delete,WAVL Tree,Rotations,1744
50,24,Delete,RB Tree,Path,2624
50,24,Delete,WAVL Tree,Path,2849
50,25,Insert,RB Tree,Rotations,5872
50,25,Insert,WAVL Tree,Rotations,7053
50,25,Insert,RB Tree,Path,10182
50,25,Insert,WAVL Tree,Path,17766
50,25,Delete,RB Tree,Rotations,1776
50,25,Delete,WAVL Tree,Rotations,1719
50,25,Delete,RB Tree,Path,2570
50,25,Delete,WAVL Tree,Path,2792
50,26,Insert,RB Tree,Rotations,5863
50,26,Insert,WAVL Tree,Rotations,7032
50,26,Insert,RB Tree,Path,10184
50,26,Insert,WAVL Tree,Path,17868
50,26,Delete,RB Tree,Rotations,1853
50,26,Delete,WAVL Tree,Rotations,1789
50,26,Delete,RB Tree,Path,2627
50,26,Delete,WAVL Tree,Path,2834
50,27,Insert,RB Tree,Rotations,5889
50,27,Insert,WAVL Tree,Rotations,7007
50,27,Insert,RB Tree,Path,10202
50,27,Insert,WAVL Tree,Path,17849
50,27,Delete,RB Tree,Rotations,1724
50,27,Delete,WAVL Tree,Rotations,1779
50,27,Delete,RB Tree,Path,2609
50,27,Delete,WAVL Tree,Path,2780
50,28,Insert,RB Tree,Rotations,5859
50,28,Insert,WAVL Tree,Rotations,6995
50,28,Insert,RB Tree,Path,10272
50,28,Insert,WAVL Tree,Path,17906
50,28,Delete,RB Tree,Rotations,1841
50,28,Delete,WAVL Tree,Rotations,1781
50,28,Delete,RB Tree,Path,2671
50,28,Delete,WAVL Tree,Path,2876
50,29,Insert,RB Tree,Rotations,5793
50,29,Insert,WAVL Tree,Rotations,7000
50,29,Insert,RB Tree,Path,10222
50,29,Insert,WAVL Tree,Path,17929
50,29,Delete,RB Tree,Rotations,1859
50,29,Delete,WAVL Tree,Rotations,1766
50,29,Delete,RB Tree,Path,2672
50,29,Delete,WAVL Tree,Path,2877
50,30,Insert,RB Tree,Rotations,5943
50,30,Insert,WAVL Tree,Rotations,6886
50,30,Insert,RB Tree,Path,10114
50,30,Insert,WAVL Tree,Path,17764
50,30,Delete,RB Tree,Rotations,1756
50,30,Delete,WAVL Tree,Rotations,1753
50,30,Delete,RB Tree,Path,2577
50,30,Delete,WAVL Tree,Path,2797
50,31,Insert,RB Tree,Rotations,5895
50,31,Insert,WAVL Tree,Rotations,7092
50,31,Insert,RB Tree,Path,10294
50,31,Insert,WAVL Tree,Path,17873
50,31,Delete,RB Tree,Rotations,1817
50,31,Delete,WAVL Tree,Rotations,1686
50,31,Delete,RB Tree,Path,2710
50,31,Delete,WAVL Tree,Path,2844
50,32,Insert,RB Tree,Rotations,5795
50,32,Insert,WAVL Tree,Rotations,6914
50,32,Insert,RB Tree,Path,10310
50,32,Insert,WAVL Tree,Path,17813
50,32,Delete,RB Tree,Rotations,1851
50,32,Delete,WAVL Tree,Rotations,1797
50,32,Delete,RB Tree,Path,2694
50,32,Delete,WAVL Tree,Path,2810
50,33,Insert,RB Tree,Rotations,5847
50,33,Insert,WAVL Tree,Rotations,6897
50,33,Insert,RB Tree,Path,10246
50,33,Insert,WAVL Tree,Path,17748
50,33,Delete,RB Tree,Rotations,1700
50,33,Delete,WAVL Tree,Rotations,1737
50,33,Delete,RB Tree,Path,2579
50,33,Delete,WAVL Tree,Path,2826
50,34,Insert,RB Tree,Rotations,5833
50,34,Insert,WAVL Tree,Rotations,7015
50,34,Insert,RB Tree,Path,10212
50,34,Insert,WAVL Tree,Path,17938
50,34,Delete,RB Tree,Rotations,1903
50,34,Delete,WAVL Tree,Rotations,1795
50,34,Delete,RB Tree,Path,2712
50,34,Delete,WAVL Tree,Path,2874
50,35,Insert,RB Tree,Rotations,5816
50,35,Insert,WAVL Tree,Rotations,6911
50,35,Insert,RB Tree,Path,10316
50,35,Insert,WAVL Tree,Path,17839
50,35,Delete,RB Tree,Rotations,1828
50,35,Delete,WAVL Tree,Rotations,1749
50,35,Delete,RB Tree,Path,2683
50,35,Delete,WAVL Tree,Path,2843
50,36,Insert,RB Tree,Rotations,5889
50,36,Insert,WAVL Tree,Rotations,6990
50,36,Insert,RB Tree,Path,10306
50,36,Insert,WAVL Tree,Path,17929
50,36,Delete,RB Tree,Rotations,1823
50,36,Delete,WAVL Tree,Rotations,1807
50,36,Delete,RB Tree,Path,2707
50,36,Delete,WAVL Tree,Path,2901
50,37,Insert,RB Tree,Rotations,5948
50,37,Insert,WAVL Tree,Rotations,7139
50,37,Insert,RB Tree,Path,10226
50,37,Insert,WAVL Tree,Path,17937
50,37,Delete,RB Tree,Rotations,1791
50,37,Delete,WAVL Tree,Rotations,1764
50,37,Delete,RB Tree,Path,2668
50,37,Delete,WAVL Tree,Path,2856
50,38,Insert,RB Tree,Rotations,5737
50,38,Insert,WAVL Tree,Rotations,6787
50,38,Insert,RB Tree,Path,10268
50,38,Insert,WAVL Tree,Path,17788
50,38,Delete,RB Tree,Rotations,1925
50,38,Delete,WAVL Tree,Rotations,1742
50,38,Delete,RB Tree,Path,2709
50,38,Delete,WAVL Tree,Path,2873
50,39,Insert,RB Tree,Rotations,5879
50,39,Insert,WAVL Tree,Rotations,7043
50,39,Insert,RB Tree,Path,10208
50,39,Insert,WAVL Tree,Path,17869
50,39,Delete,RB Tree,Rotations,1787
50,39,Delete,WAVL Tree,Rotations,1720
50,39,Delete,RB Tree,Path,2626
50,39,Delete,WAVL Tree,Path,2819
50,40,Insert,RB Tree,Rotations,5857
50,40,Insert,WAVL Tree,Rotations,7009
50,40,Insert,RB Tree,Path,10298
50,40,Insert,WAVL Tree,Path,17824
50,40,Delete,RB Tree,Rotations,1779
50,40,Delete,WAVL Tree,Rotations,1716
50,40,Delete,RB Tree,Path,2673
50,40,Delete,WAVL Tree,Path,2848
50,41,Insert,RB Tree,Rotations,5822
