Mode,Ratio,Run,Tree,Metric,Value
seq_rev,30,7,WAVL Tree,Branch Misses,24023302
seq_rev,30,8,RB Tree,L1 Misses,3068312
seq_rev,30,8,RB Tree,LLC Misses,
seq_rev,30,8,RB Tree,Branch Misses,20501739
seq_rev,30,8,WAVL Tree,L1 Misses,2750349
seq_rev,30,8,WAVL Tree,Branch Misses,23977985
seq_rev,30,9,RB Tree,L1 Misses,2892451
seq_rev,30,9,RB Tree,LLC Misses,
seq_rev,30,9,RB Tree,Branch Misses,20669335
seq_rev,30,9,WAVL Tree,L1 Misses,3045892
seq_rev,30,9,WAVL Tree,Branch Misses,23985086
seq_rev,30,10,RB Tree,L1 Misses,3094424
seq_rev,30,10,RB Tree,LLC Misses,
seq_rev,30,10,RB Tree,Branch Misses,20648574
seq_rev,30,10,WAVL Tree,L1 Misses,2783592
seq_rev,30,10,WAVL Tree,Branch Misses,23965976
seq_rev,30,11,RB Tree,L1 Misses,2884422
seq_rev,30,11,RB Tree,LLC Misses,
seq_rev,30,11,RB Tree,Branch Misses,20659704
seq_rev,30,11,WAVL Tree,L1 Misses,2775657
seq_rev,30,11,WAVL Tree,Branch Misses,23954670
seq_rev,30,12,RB Tree,L1 Misses,2922517
seq_rev,30,12,RB Tree,LLC Misses,
seq_rev,30,12,RB Tree,Branch Misses,20684887
seq_rev,30,12,WAVL Tree,L1 Misses,2793093
seq_rev,30,12,WAVL Tree,Branch Misses,23960414
seq_rev,30,13,RB Tree,L1 Misses,2954822
seq_rev,30,13,RB Tree,LLC Misses,
seq_rev,30,13,RB Tree,Branch Misses,20665708
seq_rev,30,13,WAVL Tree,L1 Misses,2743401
seq_rev,30,13,WAVL Tree,Branch Misses,23957098
seq_rev,30,14,RB Tree,L1 Misses,2875311
seq_rev,30,14,RB Tree,LLC Misses,
seq_rev,30,14,RB Tree,Branch Misses,20689492
seq_rev,30,14,WAVL Tree,L1 Misses,2811179
seq_rev,30,14,WAVL Tree,Branch Misses,23961306
seq_rev,30,15,RB Tree,L1 Misses,2881761
seq_rev,30,15,RB Tree,LLC Misses,
seq_rev,30,15,RB Tree,Branch Misses,20657287
seq_rev,30,15,WAVL Tree,L1 Misses,2750559
seq_rev,30,15,WAVL Tree,Branch Misses,23997898
seq_rev,30,16,RB Tree,L1 Misses,2969651
seq_rev,30,16,RB Tree,LLC Misses,
seq_rev,30,16,RB Tree,Branch Misses,20665485
seq_rev,30,16,WAVL Tree,L1 Misses,2773482
seq_rev,30,16,WAVL Tree,Branch Misses,23971038
seq_rev,30,17,RB Tree,L1 Misses,2901108
seq_rev,30,17,RB Tree,LLC Misses,
seq_rev,30,17,RB Tree,Branch Misses,20683931
seq_rev,30,17,WAVL Tree,L1 Misses,2748877
seq_rev,30,17,WAVL Tree,Branch Misses,23963209
seq_rev,30,18,RB Tree,L1 Misses,2897164
seq_rev,30,18,RB Tree,LLC Misses,
seq_rev,30,18,RB Tree,Branch Misses,20690591
seq_rev,30,18,WAVL Tree,L1 Misses,2835723
seq_rev,30,18,WAVL Tree,Branch Misses,23960912
seq_rev,30,19,RB Tree,L1 Misses,2915657
seq_rev,30,19,RB Tree,LLC Misses,
seq_rev,30,19,RB Tree,Branch Misses,20861688
seq_rev,30,19,WAVL Tree,L1 Misses,2778935
seq_rev,30,19,WAVL Tree,Branch Misses,23969620
seq_rev,30,20,RB Tree,L1 Misses,2860764
seq_rev,30,20,RB Tree,LLC Misses,
seq_rev,30,20,RB Tree,Branch Misses,20633449
seq_rev,30,20,WAVL Tree,L1 Misses,2761041
seq_rev,30,20,WAVL Tree,Branch Misses,23975581
seq_rev,40,1,RB Tree,L1 Misses,2905425
seq_rev,40,1,RB Tree,LLC Misses,
seq_rev,40,1,RB Tree,Branch Misses,21850195
seq_rev,40,1,WAVL Tree,L1 Misses,2726376
seq_rev,40,1,WAVL Tree,Branch Misses,25257196
seq_rev,40,2,RB Tree,L1 Misses,2902695
seq_rev,40,2,RB Tree,LLC Misses,
seq_rev,40,2,RB Tree,Branch Misses,21855400
seq_rev,40,2,WAVL Tree,L1 Misses,2736731
seq_rev,40,2,WAVL Tree,Branch Misses,25252604
seq_rev,40,3,RB Tree,L1 Misses,2874469
seq_rev,40,3,RB Tree,LLC Misses,
seq_rev,40,3,RB Tree,Branch Misses,21773315
seq_rev,40,3,WAVL Tree,L1 Misses,2740796
seq_rev,40,3,WAVL Tree,Branch Misses,25235521
seq_rev,40,4,RB Tree,L1 Misses,2862658
seq_rev,40,4,RB Tree,LLC Misses,
seq_rev,40,4,RB Tree,Branch Misses,21817593
seq_rev,40,4,WAVL Tree,L1 Misses,2731892
seq_rev,40,4,WAVL Tree,Branch Misses,25251156
seq_rev,40,5,RB Tree,L1 Misses,2838611
seq_rev,40,5,RB Tree,LLC Misses,
seq_rev,40,5,RB Tree,Branch Misses,21773323
seq_rev,40,5,WAVL Tree,L1 Misses,2734241
seq_rev,40,5,WAVL Tree,Branch Misses,25250457
seq_rev,40,6,RB Tree,L1 Misses,2855507
seq_rev,40,6,RB Tree,LLC Misses,
seq_rev,40,6,RB Tree,Branch Misses,21859487
seq_rev,40,6,WAVL Tree,L1 Misses,2746970
seq_rev,40,6,WAVL Tree,Branch Misses,25275319
seq_rev,40,7,RB Tree,L1 Misses,2903762
seq_rev,40,7,RB Tree,LLC Misses,
seq_rev,40,7,RB Tree,Branch Misses,21825827
seq_rev,40,7,WAVL Tree,L1 Misses,2745917
seq_rev,40,7,WAVL Tree,Branch Misses,25283062
seq_rev,40,8,RB Tree,L1 Misses,3221804
seq_rev,40,8,RB Tree,LLC Misses,
seq_rev,40,8,RB Tree,Branch Misses,21864445
seq_rev,40,8,WAVL Tree,L1 Misses,2745321
seq_rev,40,8,WAVL Tree,Branch Misses,25254586
seq_rev,40,9,RB Tree,L1 Misses,2900465
seq_rev,40,9,RB Tree,LLC Misses,
seq_rev,40,9,RB Tree,Branch Misses,21825502
seq_rev,40,9,WAVL Tree,L1 Misses,2837118
seq_rev,40,9,WAVL Tree,Branch Misses,25266232
seq_rev,40,10,RB Tree,L1 Misses,2881906
seq_rev,40,10,RB Tree,LLC Misses,
seq_rev,40,10,RB Tree,Branch Misses,21820127
seq_rev,40,10,WAVL Tree,L1 Misses,2714977
seq_rev,40,10,WAVL Tree,Branch Misses,25236313
seq_rev,40,11,RB Tree,L1 Misses,2950562
seq_rev,40,11,RB Tree,LLC Misses,
seq_rev,40,11,RB Tree,Branch Misses,21767170
seq_rev,40,11,WAVL Tree,L1 Misses,2727587
seq_rev,40,11,WAVL Tree,Branch Misses,25243449
seq_rev,40,12,RB Tree,L1 Misses,2871956
seq_rev,40,12,RB Tree,LLC Misses,
seq_rev,40,12,RB Tree,Branch Misses,21935720
seq_rev,40,12,WAVL Tree,L1 Misses,2737254
seq_rev,40,12,WAVL Tree,Branch Misses,25244014
seq_rev,40,13,RB Tree,L1 Misses,2856186
seq_rev,40,13,RB Tree,LLC Misses,
seq_rev,40,13,RB Tree,Branch Misses,21924290
seq_rev,40,13,WAVL Tree,L1 Misses,2791754
seq_rev,40,13,WAVL Tree,Branch Misses,25218218
seq_rev,40,14,RB Tree,L1 Misses,2859539
seq_rev,40,14,RB Tree,LLC Misses,
seq_rev,40,14,RB Tree,Branch Misses,21894791
seq_rev,40,14,WAVL Tree,L1 Misses,2962658
seq_rev,40,14,WAVL Tree,Branch Misses,25242542
seq_rev,40,15,RB Tree,L1 Misses,2995437
seq_rev,40,15,RB Tree,LLC Misses,
seq_rev,40,15,RB Tree,Branch Misses,21989099
seq_rev,40,15,WAVL Tree,L1 Misses,2714954
seq_rev,40,15,WAVL Tree,Branch Misses,25246404
seq_rev,40,16,RB Tree,L1 Misses,2990236
seq_rev,40,16,RB Tree,LLC Misses,
seq_rev,40,16,RB Tree,Branch Misses,21772262
seq_rev,40,16,WAVL Tree,L1 Misses,2755242
seq_rev,40,16,WAVL Tree,Branch Misses,25235964
seq_rev,40,17,RB Tree,L1 Misses,2869344
seq_rev,40,17,RB Tree,LLC Misses,
seq_rev,40,17,RB Tree,Branch Misses,21769527
seq_rev,40,17,WAVL Tree,L1 Misses,2785851
seq_rev,40,17,WAVL Tree,Branch Misses,25234614
seq_rev,40,18,RB Tree,L1 Misses,2850347
seq_rev,40,18,RB Tree,LLC Misses,
seq_rev,40,18,RB Tree,Branch Misses,21740835
seq_rev,40,18,WAVL Tree,L1 Misses,2724524
seq_rev,40,18,WAVL Tree,Branch Misses,25246658
seq_rev,40,19,RB Tree,L1 Misses,2828106
seq_rev,40,19,RB Tree,LLC Misses,
seq_rev,40,19,RB Tree,Branch Misses,21780078
seq_rev,40,19,WAVL Tree,L1 Misses,2763321
seq_rev,40,19,WAVL Tree,Branch Misses,25251851
seq_rev,40,20,RB Tree,L1 Misses,2886823
seq_rev,40,20,RB Tree,LLC Misses,
seq_rev,40,20,RB Tree,Branch Misses,21785255
seq_rev,40,20,WAVL Tree,L1 Misses,2752655
seq_rev,40,20,WAVL Tree,Branch Misses,25239181
seq_rev,50,1,RB Tree,L1 Misses,2826810
seq_rev,50,1,RB Tree,LLC Misses,
seq_rev,50,1,RB Tree,Branch Misses,22924660
seq_rev,50,1,WAVL Tree,L1 Misses,2759491
seq_rev,50,1,WAVL Tree,Branch Misses,26518733
seq_rev,50,2,RB Tree,L1 Misses,3091988
seq_rev,50,2,RB Tree,LLC Misses,
seq_rev,50,2,RB Tree,Branch Misses,23176838
seq_rev,50,2,WAVL Tree,L1 Misses,2737103
seq_rev,50,2,WAVL Tree,Branch Misses,26546464
seq_rev,50,3,RB Tree,L1 Misses,2859461
seq_rev,50,3,RB Tree,LLC Misses,
seq_rev,50,3,RB Tree,Branch Misses,22893734
seq_rev,50,3,WAVL Tree,L1 Misses,2701633
seq_rev,50,3,WAVL Tree,Branch Misses,26536535
seq_rev,50,4,RB Tree,L1 Misses,2874829
seq_rev,50,4,RB Tree,LLC Misses,
seq_rev,50,4,RB Tree,Branch Misses,22995876
seq_rev,50,4,WAVL Tree,L1 Misses,2751834
seq_rev,50,4,WAVL Tree,Branch Misses,26566957
seq_rev,50,5,RB Tree,L1 Misses,3227593
seq_rev,50,5,RB Tree,LLC Misses,
seq_rev,50,5,RB Tree,Branch Misses,23137692
seq_rev,50,5,WAVL Tree,L1 Misses,2775023
seq_rev,50,5,WAVL Tree,Branch Misses,26521902
seq_rev,50,6,RB Tree,L1 Misses,2856631
seq_rev,50,6,RB Tree,LLC Misses,
seq_rev,50,6,RB Tree,Branch Misses,22923662
seq_rev,50,6,WAVL Tree,L1 Misses,2736087
seq_rev,50,6,WAVL Tree,Branch Misses,26542055
seq_rev,50,7,RB Tree,L1 Misses,2811880
seq_rev,50,7,RB Tree,LLC Misses,
seq_rev,50,7,RB Tree,Branch Misses,23064846
seq_rev,50,7,WAVL Tree,L1 Misses,2700572
seq_rev,50,7,WAVL Tree,Branch Misses,26498004
seq_rev,50,8,RB Tree,L1 Misses,2847267
seq_rev,50,8,RB Tree,LLC Misses,
seq_rev,50,8,RB Tree,Branch Misses,22913364
seq_rev,50,8,WAVL Tree,L1 Misses,2706737
seq_rev,50,8,WAVL Tree,Branch Misses,26536151
seq_rev,50,9,RB Tree,L1 Misses,2845670
seq_rev,50,9,RB Tree,LLC Misses,
seq_rev,50,9,RB Tree,Branch Misses,22946199
seq_rev,50,9,WAVL Tree,L1 Misses,2711240
seq_rev,50,9,WAVL Tree,Branch Misses,26525020
seq_rev,50,10,RB Tree,L1 Misses,2874103
seq_rev,50,10,RB Tree,LLC Misses,
seq_rev,50,10,RB Tree,Branch Misses,22917116
seq_rev,50,10,WAVL Tree,L1 Misses,2781831
seq_rev,50,10,WAVL Tree,Branch Misses,26526813
seq_rev,50,11,RB Tree,L1 Misses,2845282
seq_rev,50,11,RB Tree,LLC Misses,
seq_rev,50,11,RB Tree,Branch Misses,22950212
seq_rev,50,11,WAVL Tree,L1 Misses,2721084
seq_rev,50,11,WAVL Tree,Branch Misses,26528717
seq_rev,50,12,RB Tree,L1 Misses,2850284
seq_rev,50,12,RB Tree,LLC Misses,
seq_rev,50,12,RB Tree,Branch Misses,22963787
seq_rev,50,12,WAVL Tree,L1 Misses,2703707
seq_rev,50,12,WAVL Tree,Branch Misses,26542016
seq_rev,50,13,RB Tree,L1 Misses,2800652
seq_rev,50,13,RB Tree,LLC Misses,
seq_rev,50,13,RB Tree,Branch Misses,23139353
seq_rev,50,13,WAVL Tree,L1 Misses,2697791
seq_rev,50,13,WAVL Tree,Branch Misses,26527724
seq_rev,50,14,RB Tree,L1 Misses,2842723
seq_rev,50,14,RB Tree,LLC Misses,
seq_rev,50,14,RB Tree,Branch Misses,23004414
seq_rev,50,14,WAVL Tree,L1 Misses,2730161
seq_rev,50,14,WAVL Tree,Branch Misses,26535817
seq_rev,50,15,RB Tree,L1 Misses,2887638
seq_rev,50,15,RB Tree,LLC Misses,
seq_rev,50,15,RB Tree,Branch Misses,23135934
seq_rev,50,15,WAVL Tree,L1 Misses,2702475
seq_rev,50,15,WAVL Tree,Branch Misses,26507199
seq_rev,50,16,RB Tree,L1 Misses,2866515
seq_rev,50,16,RB Tree,LLC Misses,
seq_rev,50,16,RB Tree,Branch Misses,23163562
seq_rev,50,16,WAVL Tree,L1 Misses,2691456
seq_rev,50,16,WAVL Tree,Branch Misses,26531752
seq_rev,50,17,RB Tree,L1 Misses,2874683
seq_rev,50,17,RB Tree,LLC Misses,
seq_rev,50,17,RB Tree,Branch Misses,22906850
seq_rev,50,17,WAVL Tree,L1 Misses,2709423
seq_rev,50,17,WAVL Tree,Branch Misses,26537256
seq_rev,50,18,RB Tree,L1 Misses,4933177
seq_rev,50,18,RB Tree,LLC Misses,
seq_rev,50,18,RB Tree,Branch Misses,22921152
seq_rev,50,18,WAVL Tree,L1 Misses,2693248
seq_rev,50,18,WAVL Tree,Branch Misses,26518734
seq_rev,50,19,RB Tree,L1 Misses,2832966
seq_rev,50,19,RB Tree,LLC Misses,
seq_rev,50,19,RB Tree,Branch Misses,23115946
seq_rev,50,19,WAVL Tree,L1 Misses,2771791
seq_rev,50,19,WAVL Tree,Branch Misses,26519356
seq_rev,50,20,RB Tree,L1 Misses,2873213
seq_rev,50,20,RB Tree,LLC Misses,
seq_rev,50,20,RB Tree,Branch Misses,23136877
seq_rev,50,20,WAVL Tree,L1 Misses,2734904
seq_rev,50,20,WAVL Tree,Branch Misses,26546587
seq_rev,60,1,RB Tree,L1 Misses,2857897
seq_rev,60,1,RB Tree,LLC Misses,
seq_rev,60,1,RB Tree,Branch Misses,24092346
seq_rev,60,1,WAVL Tree,L1 Misses,2755969
seq_rev,60,1,WAVL Tree,Branch Misses,27841860
seq_rev,60,2,RB Tree,L1 Misses,2799769
seq_rev,60,2,RB Tree,LLC Misses,
seq_rev,60,2,RB Tree,Branch Misses,24096990
seq_rev,60,2,WAVL Tree,L1 Misses,2669206
seq_rev,60,2,WAVL Tree,Branch Misses,27782848
seq_rev,60,3,RB Tree,L1 Misses,2855015
seq_rev,60,3,RB Tree,LLC Misses,
seq_rev,60,3,RB Tree,Branch Misses,24233356
seq_rev,60,3,WAVL Tree,L1 Misses,2677139
seq_rev,60,3,WAVL Tree,Branch Misses,27787339
seq_rev,60,4,RB Tree,L1 Misses,3485443
seq_rev,60,4,RB Tree,LLC Misses,
seq_rev,60,4,RB Tree,Branch Misses,24023039
seq_rev,60,4,WAVL Tree,L1 Misses,2937870
seq_rev,60,4,WAVL Tree,Branch Misses,27799460
seq_rev,60,5,RB Tree,L1 Misses,2809127
seq_rev,60,5,RB Tree,LLC Misses,
seq_rev,60,5,RB Tree,Branch Misses,24018485
seq_rev,60,5,WAVL Tree,L1 Misses,2707165
seq_rev,60,5,WAVL Tree,Branch Misses,27783563
seq_rev,60,6,RB Tree,L1 Misses,3520644
seq_rev,60,6,RB Tree,LLC Misses,
seq_rev,60,6,RB Tree,Branch Misses,24012332
seq_rev,60,6,WAVL Tree,L1 Misses,2700615
seq_rev,60,6,WAVL Tree,Branch Misses,27794340
seq_rev,60,7,RB Tree,L1 Misses,2838506
seq_rev,60,7,RB Tree,LLC Misses,
seq_rev,60,7,RB Tree,Branch Misses,24053866
seq_rev,60,7,WAVL Tree,L1 Misses,2670304
seq_rev,60,7,WAVL Tree,Branch Misses,27807921
seq_rev,60,8,RB Tree,L1 Misses,3007357
seq_rev,60,8,RB Tree,LLC Misses,
seq_rev,60,8,RB Tree,Branch Misses,24298197
seq_rev,60,8,WAVL Tree,L1 Misses,2704495
seq_rev,60,8,WAVL Tree,Branch Misses,27800426
seq_rev,60,9,RB Tree,L1 Misses,2844943
seq_rev,60,9,RB Tree,LLC Misses,
seq_rev,60,9,RB Tree,Branch Misses,24279225
seq_rev,60,9,WAVL Tree,L1 Misses,2714343
seq_rev,60,9,WAVL Tree,Branch Misses,27830701
seq_rev,60,10,RB Tree,L1 Misses,2985508
seq_rev,60,10,RB Tree,LLC Misses,
seq_rev,60,10,RB Tree,Branch Misses,24055038
seq_rev,60,10,WAVL Tree,L1 Misses,2683558
seq_rev,60,10,WAVL Tree,Branch Misses,27771374
seq_rev,60,11,RB Tree,L1 Misses,2933222
seq_rev,60,11,RB Tree,LLC Misses,
seq_rev,60,11,RB Tree,Branch Misses,24049240
seq_rev,60,11,WAVL Tree,L1 Misses,2707163
seq_rev,60,11,WAVL Tree,Branch Misses,27780890
seq_rev,60,12,RB Tree,L1 Misses,2824025
seq_rev,60,12,RB Tree,LLC Misses,
seq_rev,60,12,RB Tree,Branch Misses,24064876
seq_rev,60,12,WAVL Tree,L1 Misses,2697446
seq_rev,60,12,WAVL Tree,Branch Misses,27806243
seq_rev,60,13,RB Tree,L1 Misses,2999061
seq_rev,60,13,RB Tree,LLC Misses,
seq_rev,60,13,RB Tree,Branch Misses,24039854
seq_rev,60,13,WAVL Tree,L1 Misses,2689296
seq_rev,60,13,WAVL Tree,Branch Misses,27846864
seq_rev,60,14,RB Tree,L1 Misses,2909469
seq_rev,60,14,RB Tree,LLC Misses,
seq_rev,60,14,RB Tree,Branch Misses,24054316
seq_rev,60,14,WAVL Tree,L1 Misses,2671999
seq_rev,60,14,WAVL Tree,Branch Misses,27794760
seq_rev,60,15,RB Tree,L1 Misses,2861093
seq_rev,60,15,RB Tree,LLC Misses,
seq_rev,60,15,RB Tree,Branch Misses,24110525
seq_rev,60,15,WAVL Tree,L1 Misses,2703894
seq_rev,60,15,WAVL Tree,Branch Misses,27813415
seq_rev,60,16,RB Tree,L1 Misses,2824333
seq_rev,60,16,RB Tree,LLC Misses,
seq_rev,60,16,RB Tree,Branch Misses,24092697
seq_rev,60,16,WAVL Tree,L1 Misses,2699000
seq_rev,60,16,WAVL Tree,Branch Misses,27788730
seq_rev,60,17,RB Tree,L1 Misses,2843467
seq_rev,60,17,RB Tree,LLC Misses,
seq_rev,60,17,RB Tree,Branch Misses,24080192
seq_rev,60,17,WAVL Tree,L1 Misses,2708800
seq_rev,60,17,WAVL Tree,Branch Misses,27804957
seq_rev,60,18,RB Tree,L1 Misses,2880103
seq_rev,60,18,RB Tree,LLC Misses,
seq_rev,60,18,RB Tree,Branch Misses,24028881
seq_rev,60,18,WAVL Tree,L1 Misses,2696284
seq_rev,60,18,WAVL Tree,Branch Misses,27810429
seq_rev,60,19,RB Tree,L1 Misses,2815882
seq_rev,60,19,RB Tree,LLC Misses,
seq_rev,60,19,RB Tree,Branch Misses,24077248
seq_rev,60,19,WAVL Tree,L1 Misses,2709623
seq_rev,60,19,WAVL Tree,Branch Misses,27812994
seq_rev,60,20,RB Tree,L1 Misses,2876727
seq_rev,60,20,RB Tree,LLC Misses,
seq_rev,60,20,RB Tree,Branch Misses,24179445
seq_rev,60,20,WAVL Tree,L1 Misses,2697495
seq_rev,60,20,WAVL Tree,Branch Misses,27786471
seq_rev,70,1,RB Tree,L1 Misses,2812026
seq_rev,70,1,RB Tree,LLC Misses,
seq_rev,70,1,RB Tree,Branch Misses,25175579
seq_rev,70,1,WAVL Tree,L1 Misses,2660792
seq_rev,70,1,WAVL Tree,Branch Misses,29107876
seq_rev,70,2,RB Tree,L1 Misses,3002801
seq_rev,70,2,RB Tree,LLC Misses,
seq_rev,70,2,RB Tree,Branch Misses,25175266
seq_rev,70,2,WAVL Tree,L1 Misses,2642252
seq_rev,70,2,WAVL Tree,Branch Misses,29055863
seq_rev,70,3,RB Tree,L1 Misses,2886370
seq_rev,70,3,RB Tree,LLC Misses,
seq_rev,70,3,RB Tree,Branch Misses,25362828
seq_rev,70,3,WAVL Tree,L1 Misses,3067589
seq_rev,70,3,WAVL Tree,Branch Misses,29076550
seq_rev,70,4,RB Tree,L1 Misses,2836214
seq_rev,70,4,RB Tree,LLC Misses,
seq_rev,70,4,RB Tree,Branch Misses,25154039
seq_rev,70,4,WAVL Tree,L1 Misses,2665239
seq_rev,70,4,WAVL Tree,Branch Misses,29069416
seq_rev,70,5,RB Tree,L1 Misses,2985982
seq_rev,70,5,RB Tree,LLC Misses,
seq_rev,70,5,RB Tree,Branch Misses,25162772
seq_rev,70,5,WAVL Tree,L1 Misses,2645790
seq_rev,70,5,WAVL Tree,Branch Misses,29077593
seq_rev,70,6,RB Tree,L1 Misses,2866114
seq_rev,70,6,RB Tree,LLC Misses,
seq_rev,70,6,RB Tree,Branch Misses,25187188
seq_rev,70,6,WAVL Tree,L1 Misses,2645150
seq_rev,70,6,WAVL Tree,Branch Misses,29067435
seq_rev,70,7,RB Tree,L1 Misses,2867440
seq_rev,70,7,RB Tree,LLC Misses,
seq_rev,70,7,RB Tree,Branch Misses,25260646
seq_rev,70,7,WAVL Tree,L1 Misses,2659056
seq_rev,70,7,WAVL Tree,Branch Misses,29085773
seq_rev,70,8,RB Tree,L1 Misses,2820151
seq_rev,70,8,RB Tree,LLC Misses,
seq_rev,70,8,RB Tree,Branch Misses,25169715
seq_rev,70,8,WAVL Tree,L1 Misses,2648742
seq_rev,70,8,WAVL Tree,Branch Misses,29082505
seq_rev,70,9,RB Tree,L1 Misses,2776985
seq_rev,70,9,RB Tree,LLC Misses,
seq_rev,70,9,RB Tree,Branch Misses,25166072
seq_rev,70,9,WAVL Tree,L1 Misses,2628683
seq_rev,70,9,WAVL Tree,Branch Misses,29063477
seq_rev,70,10,RB Tree,L1 Misses,2777113
seq_rev,70,10,RB Tree,LLC Misses,
seq_rev,70,10,RB Tree,Branch Misses,25158585
seq_rev,70,10,WAVL Tree,L1 Misses,2748470
seq_rev,70,10,WAVL Tree,Branch Misses,29109657
seq_rev,70,11,RB Tree,L1 Misses,2828058
seq_rev,70,11,RB Tree,LLC Misses,
seq_rev,70,11,RB Tree,Branch Misses,25104927
seq_rev,70,11,WAVL Tree,L1 Misses,2743204
seq_rev,70,11,WAVL Tree,Branch Misses,29100881
seq_rev,70,12,RB Tree,L1 Misses,2794688
seq_rev,70,12,RB Tree,LLC Misses,
seq_rev,70,12,RB Tree,Branch Misses,24964209
seq_rev,70,12,WAVL Tree,L1 Misses,2663073
seq_rev,70,12,WAVL Tree,Branch Misses,29088644
seq_rev,70,13,RB Tree,L1 Misses,2819024
seq_rev,70,13,RB Tree,LLC Misses,
seq_rev,70,13,RB Tree,Branch Misses,25009442
seq_rev,70,13,WAVL Tree,L1 Misses,3445994
seq_rev,70,13,WAVL Tree,Branch Misses,29098844
seq_rev,70,14,RB Tree,L1 Misses,2828440
seq_rev,70,14,RB Tree,LLC Misses,
seq_rev,70,14,RB Tree,Branch Misses,25136052
seq_rev,70,14,WAVL Tree,L1 Misses,2701601
seq_rev,70,14,WAVL Tree,Branch Misses,29077670
seq_rev,70,15,RB Tree,L1 Misses,2840552
seq_rev,70,15,RB Tree,LLC Misses,
seq_rev,70,15,RB Tree,Branch Misses,25175804
seq_rev,70,15,WAVL Tree,L1 Misses,2652283
seq_rev,70,15,WAVL Tree,Branch Misses,29074352
seq_rev,70,16,RB Tree,L1 Misses,2791467
seq_rev,70,16,RB Tree,LLC Misses,
seq_rev,70,16,RB Tree,Branch Misses,25134919
seq_rev,70,16,WAVL Tree,L1 Misses,2672428
seq_rev,70,16,WAVL Tree,Branch Misses,29053323
seq_rev,70,17,RB Tree,L1 Misses,2776597
seq_rev,70,17,RB Tree,LLC Misses,
seq_rev,70,17,RB Tree,Branch Misses,25147538
seq_rev,70,17,WAVL Tree,L1 Misses,2632789
seq_rev,70,17,WAVL Tree,Branch Misses,29095809
seq_rev,70,18,RB Tree,L1 Misses,2788416
seq_rev,70,18,RB Tree,LLC Misses,
seq_rev,70,18,RB Tree,Branch Misses,25385124
seq_rev,70,18,WAVL Tree,L1 Misses,2682696
seq_rev,70,18,WAVL Tree,Branch Misses,29079210
seq_rev,70,19,RB Tree,L1 Misses,3197720
seq_rev,70,19,RB Tree,LLC Misses,
seq_rev,70,19,RB Tree,Branch Misses,25005107
seq_rev,70,19,WAVL Tree,L1 Misses,2665896
seq_rev,70,19,WAVL Tree,Branch Misses,29110479
seq_rev,70,20,RB Tree,L1 Misses,2967728
seq_rev,70,20,RB Tree,LLC Misses,
seq_rev,70,20,RB Tree,Branch Misses,24989162
seq_rev,70,20,WAVL Tree,L1 Misses,2649026
seq_rev,70,20,WAVL Tree,Branch Misses,29113048
seq_rev,80,1,RB Tree,L1 Misses,2825890
seq_rev,80,1,RB Tree,LLC Misses,
seq_rev,80,1,RB Tree,Branch Misses,26122659
seq_rev,80,1,WAVL Tree,L1 Misses,2673955
seq_rev,80,1,WAVL Tree,Branch Misses,30378253
seq_rev,80,2,RB Tree,L1 Misses,2810186
seq_rev,80,2,RB Tree,LLC Misses,
seq_rev,80,2,RB Tree,Branch Misses,26138433
seq_rev,80,2,WAVL Tree,L1 Misses,2643870
seq_rev,80,2,WAVL Tree,Branch Misses,30419272
seq_rev,80,3,RB Tree,L1 Misses,2813225
seq_rev,80,3,RB Tree,LLC Misses,
seq_rev,80,3,RB Tree,Branch Misses,26298525
seq_rev,80,3,WAVL Tree,L1 Misses,2628345
seq_rev,80,3,WAVL Tree,Branch Misses,30385591
seq_rev,80,4,RB Tree,L1 Misses,2839925
seq_rev,80,4,RB Tree,LLC Misses,
seq_rev,80,4,RB Tree,Branch Misses,26114282
seq_rev,80,4,WAVL Tree,L1 Misses,2683662
seq_rev,80,4,WAVL Tree,Branch Misses,30385335
seq_rev,80,5,RB Tree,L1 Misses,2837578
seq_rev,80,5,RB Tree,LLC Misses,
seq_rev,80,5,RB Tree,Branch Misses,26139322
seq_rev,80,5,WAVL Tree,L1 Misses,2787030
seq_rev,80,5,WAVL Tree,Branch Misses,30365151
seq_rev,80,6,RB Tree,L1 Misses,2806060
seq_rev,80,6,RB Tree,LLC Misses,
seq_rev,80,6,RB Tree,Branch Misses,26134856
seq_rev,80,6,WAVL Tree,L1 Misses,2624875
seq_rev,80,6,WAVL Tree,Branch Misses,30372529
seq_rev,80,7,RB Tree,L1 Misses,2801144
seq_rev,80,7,RB Tree,LLC Misses,
seq_rev,80,7,RB Tree,Branch Misses,26110366
seq_rev,80,7,WAVL Tree,L1 Misses,2651180
seq_rev,80,7,WAVL Tree,Branch Misses,30384810
seq_rev,80,8,RB Tree,L1 Misses,2825165
seq_rev,80,8,RB Tree,LLC Misses,
seq_rev,80,8,RB Tree,Branch Misses,26110133
seq_rev,80,8,WAVL Tree,L1 Misses,2696939
seq_rev,80,8,WAVL Tree,Branch Misses,30366305
seq_rev,80,9,RB Tree,L1 Misses,3054686
seq_rev,80,9,RB Tree,LLC Misses,
seq_rev,80,9,RB Tree,Branch Misses,26117068
seq_rev,80,9,WAVL Tree,L1 Misses,2695683
seq_rev,80,9,WAVL Tree,Branch Misses,30398519
seq_rev,80,10,RB Tree,L1 Misses,3192270
seq_rev,80,10,RB Tree,LLC Misses,
